""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"99123","201101","ABC","101","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Diaz, Riley I.","Discussion","M","1:10 PM - 2:00 PM","MB2","1016"
"","Lecture","MWF","2:10 PM - 3:00 PM","TB2","112"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","660641155","Delgado","Michael","UG","4","FR","ABC1","D","RE","michael.l.delgado@fakeu.edu"
"2","280294492","Johnson","Eduardo","UG","4","FR","DEF2","F","RE","eduardo.j.johnson@fakeu.edu"
"3","745578571","Hawkins","Vincent","UG","4","SO","ABC1","C+","RE","vincent.n.hawkins@fakeu.edu"
"4","921482920","Porter","Evelyn","UG","4","FR","ABC1","D","RE","evelyn.c.porter@fakeu.edu"
"5","182444087","Bennett","Austin","UG","4","FR","ABC2","C","RE","austin.d.bennett@fakeu.edu"
"6","715117883","Clark","Logan","UG","4","SR","O135","C","RE","logan.d.clark@fakeu.edu"
"7","142966686","Fletcher","Angel","UG","4","FR","OT16","B+","RE","angel.e.fletcher@fakeu.edu"
"8","415801975","Jones","Gabriel","UG","4","SR","OTH8","F","RE","gabriel.g.jones@fakeu.edu"
"9","116369493","Thomas","Emma","UG","4","SR","OT94","A","RE","emma.j.thomas1@fakeu.edu"
"10","643663212","Martinez","Ivan","UG","4","JR","OT94","B","RE","ivan.o.martinez@fakeu.edu"
"11","687418898","Foley","Andrew","UG","4","SR","O174","A-","RE","andrew.a.foley@fakeu.edu"
"12","652065520","Hall","Madison","UG","4","JR","OT77","D","RE","madison.j.hall@fakeu.edu"
"13","825255472","Andrews","Emily","UG","4","JR","ABC1","F","RE","emily.x.andrews@fakeu.edu"
"14","921854279","Watson","Mia","UG","4","JR","O239","C+","RE","mia.d.watson@fakeu.edu"
"15","546763212","Smith","Liam","UG","4","SO","OT39","A","RE","liam.n.smith@fakeu.edu"
"16","486368702","Spencer","Alexander","UG","4","SO","OT16","F","RE","alexander.h.spencer@fakeu.edu"
"17","116208029","Hobbs","Maya","UG","4","SO","OT68","A-","RE","maya.b.hobbs@fakeu.edu"
"18","466708960","Howard","Michael","UG","4","SO","OT10","A-","RE","michael.a.howard@fakeu.edu"
"19","212018641","Clarke","Isaac","UG","4","SO","OT39","A-","RE","isaac.d.clarke@fakeu.edu"
"20","566906266","Johnson","Amelia","UG","4","SO","O225","B+","RE","amelia.s.johnson@fakeu.edu"
"21","457944425","Rose","Samantha","UG","4","SO","OT94","D","RE","samantha.d.rose@fakeu.edu"
"22","459189656","Taylor","Olivia","UG","4","SO","OT26","B-","RE","olivia.l.taylor@fakeu.edu"
"23","986033638","Phillips","Christian","UG","4","SO","OTH8","F","RE","christian.f.phillips@fakeu.edu"
"24","283770649","Richardson","Amelia","UG","4","FR","O262","D","RE","amelia.l.richardson@fakeu.edu"
"25","371318468","West","Aiden","UG","4","SO","OT16","C","RE","aiden.g.west@fakeu.edu"
"26","700196419","Duran","Daniel","UG","4","SO","OT68","C+","RE","daniel.n.duran@fakeu.edu"
"27","255964009","Gray","Levi","UG","4","FR","OT21","B+","RE","levi.l.gray@fakeu.edu"
"28","981130861","King","Robert","UG","4","FR","OT42","B","RE","robert.a.king@fakeu.edu"
"29","702368696","Ray","Zoey","UG","4","FR","OT64","C+","RE","zoey.a.ray@fakeu.edu"
"30","456644294","Phillips","Alexander","UG","4","JR","OTH8","C","RE","alexander.e.phillips@fakeu.edu"
"31","211627329","O'connor","Michael","UG","4","FR","OT39","D-","RE","michael.h.o'connor@fakeu.edu"
"32","588353397","Wallace","Sophie","UG","4","FR","OT10","B","RE","sophie.x.wallace@fakeu.edu"
"33","875028858","Smith","Olivia","UG","4","FR","OT35","B","RE","olivia.a.smith1@fakeu.edu"
"34","449673350","Brown","Carlos","UG","4","JR","OT67","D-","RE","carlos.b.brown@fakeu.edu"
"35","871737795","Carr","Liam","UG","4","FR","ABC2","D+","RE","liam.a.carr@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"70874","201101","ABC","101","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Diaz, Riley I.","Discussion","W","1:10 PM - 2:00 PM","LH5","48"
"","Lecture","MWF","2:10 PM - 3:00 PM","TB2","112"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","419012670","Allen","Daniel","UG","4","SO","OTH7","B","RE","daniel.n.allen@fakeu.edu"
"2","858427863","Moore","Matthew","UG","4","JR","OT39","A-","RE","matthew.v.moore@fakeu.edu"
"3","146131760","Diaz","Daniel","UG","4","JR","OTH8","B","RE","daniel.x.diaz@fakeu.edu"
"4","938300844","Dixon","Giselle","UG","4","JR","O232","F","RE","giselle.t.dixon@fakeu.edu"
"5","992079364","Hart","Emily","UG","4","JR","O174","C","RE","emily.m.hart@fakeu.edu"
"6","512262192","Johnson","Nathaniel","UG","4","JR","OT64","C+","RE","nathaniel.a.johnson@fakeu.edu"
"7","791954816","Fitzgerald","Avery","UG","4","JR","OT21","A","RE","avery.o.fitzgerald@fakeu.edu"
"8","648389694","Alexander","Julian","UG","4","SO","OT26","B-","RE","julian.u.alexander@fakeu.edu"
"9","465175919","Garcia","Alyssa","UG","4","SO","OT39","D+","RE","alyssa.k.garcia@fakeu.edu"
"10","664712972","White","Michelle","UG","4","SO","OT13","A","RE","michelle.d.white@fakeu.edu"
"11","782758765","Hubbard","Mason","UG","4","SO","O174","A","RE","mason.a.hubbard@fakeu.edu"
"12","638664179","Simpson","Zachary","UG","4","SO","OT67","F","RE","zachary.m.simpson@fakeu.edu"
"13","760561881","Ramsey","Jasmine","UG","4","SO","OTH7","F","RE","jasmine.l.ramsey@fakeu.edu"
"14","482741876","Jimenez","Matthew","UG","4","SO","OT16","B+","RE","matthew.a.jimenez@fakeu.edu"
"15","180254842","Conrad","Camila","UG","4","SO","O223","C-","RE","camila.a.conrad@fakeu.edu"
"16","186394395","Brown","Alexander","UG","4","SO","OTH8","Y","RE","alexander.d.brown@fakeu.edu"
"17","417590232","Wilson","Zoe","UG","4","FR","O257","B","RE","zoe.a.wilson@fakeu.edu"
"18","405138249","Brooks","Samantha","UG","4","FR","OT40","B","RE","samantha.a.brooks@fakeu.edu"
"19","261128323","Larson","Jeremiah","UG","4","FR","O239","A","RE","jeremiah.a.larson@fakeu.edu"
"20","783022922","Cook","Liam","UG","4","FR","OTH7","A","RE","liam.d.cook@fakeu.edu"
"21","635706867","Mcpherson","Joshua","UG","4","FR","OT35","F","RE","joshua.a.mcpherson@fakeu.edu"
"22","125819655","Davis","Arianna","UG","4","FR","O225","C","RE","arianna.u.davis@fakeu.edu"
"23","144220187","George","Brandon","UG","4","FR","OT60","D-","RE","brandon.a.george@fakeu.edu"
"24","177064165","Sutton","Anthony","UG","4","FR","OT55","F","RE","anthony.m.sutton@fakeu.edu"
"25","213636576","Reeves","Emily","UG","4","FR","OT48","F","RE","emily.a.reeves@fakeu.edu"
"26","271690010","Vargas","Mason","UG","4","FR","O237","D+","RE","mason.j.vargas@fakeu.edu"
"27","423463633","Harris","Katherine","UG","4","FR","OT39","F","RE","katherine.h.harris@fakeu.edu"
"28","441420587","Brown","Angela","UG","4","SO","OT28","B-","RE","angela.j.brown1@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"24823","201101","ABC","101","3","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Diaz, Riley I.","Lecture","MWF","2:10 PM - 3:00 PM","TB2","112"
"","Discussion","F","3:10 PM - 4:00 PM","TB2","118"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","579600848","Frederick","Naomi","UG","4","FR","DEF1","A","RE","naomi.m.frederick@fakeu.edu"
"2","627126645","Wilson","Emily","UG","4","SO","OT54","A","RE","emily.a.wilson@fakeu.edu"
"3","854883899","Branch","Giselle","UG","4","SO","O223","A-","RE","giselle.l.branch@fakeu.edu"
"4","281838852","Green","David","UG","4","FR","OT26","C","RE","david.e.green@fakeu.edu"
"5","940545713","Stuart","Chloe","UG","4","SR","O239","A-","RE","chloe.c.stuart@fakeu.edu"
"6","121598526","Lynch","Kimberly","UG","4","JR","O238","D+","RE","kimberly.h.lynch@fakeu.edu"
"7","298407839","Edwards","Jonathan","UG","4","JR","O258","B","RE","jonathan.i.edwards@fakeu.edu"
"8","556157286","Osborne","Ethan","UG","4","JR","O223","C-","RE","ethan.m.osborne@fakeu.edu"
"9","704096873","Moore","Isaac","UG","4","JR","OTH8","F","RE","isaac.c.moore@fakeu.edu"
"10","615351076","Neal","Andres","UG","4","SO","O225","F","RE","andres.z.neal@fakeu.edu"
"11","172266464","Medina","Jonathan","UG","4","SO","O174","D-","RE","jonathan.g.medina@fakeu.edu"
"12","541292104","Sandoval","Charlotte","UG","4","SO","O174","D+","RE","charlotte.j.sandoval@fakeu.edu"
"13","891729241","Payne","Olivia","UG","4","SO","O268","A-","RE","olivia.a.payne@fakeu.edu"
"14","792409399","Stokes","Anthony","UG","4","SO","OT21","A-","RE","anthony.m.stokes@fakeu.edu"
"15","663498745","Strong","Hunter","UG","4","SO","OTH8","D","RE","hunter.a.strong@fakeu.edu"
"16","837817818","Vasquez","Jayden","UG","4","SO","O174","B+","RE","jayden.j.vasquez@fakeu.edu"
"17","838563421","Hunter","Natalie","UG","4","FR","OT26","C","RE","natalie.r.hunter@fakeu.edu"
"18","802682597","Evans","David","UG","4","FR","OT35","A-","RE","david.a.evans@fakeu.edu"
"19","364615371","Harper","Ashley","UG","4","FR","O174","B","RE","ashley.v.harper@fakeu.edu"
"20","845732648","Hester","Matthew","UG","4","FR","OT16","C","RE","matthew.j.hester@fakeu.edu"
"21","728540194","Fisher","Sophia","UG","4","FR","OT35","F","RE","sophia.h.fisher@fakeu.edu"
"22","153046842","Barrett","Maria","UG","4","FR","OT64","D-","RE","maria.t.barrett@fakeu.edu"
"23","729963220","Parker","Giovanni","UG","4","FR","O174","Y","RE","giovanni.j.parker@fakeu.edu"
"24","637261184","Lucas","Aubrey","UG","4","FR","OT21","A-","RE","aubrey.t.lucas@fakeu.edu"
"25","295148556","Stuart","Hannah","UG","4","FR","O256","B-","RE","hannah.e.stuart@fakeu.edu"
"26","916012311","Dixon","Audrey","UG","4","FR","OT48","F","RE","audrey.j.dixon@fakeu.edu"
"27","981941003","Johnson","Gabriel","UG","4","FR","O160","C-","RE","gabriel.i.johnson@fakeu.edu"
"28","742632534","Martin","Christopher","UG","4","SR","OTH7","C-","RE","christopher.s.martin@fakeu.edu"
"29","684019374","King","Benjamin","UG","4","FR","OT42","C+","RE","benjamin.z.king@fakeu.edu"
"30","803935645","Brown","Ruby","UG","4","FR","OTH8","F","RE","ruby.o.brown@fakeu.edu"
"31","567944911","Newton","Maria","UG","4","SO","O174","D+","RE","maria.a.newton@fakeu.edu"
"32","133788737","Smith","Melody","UG","4","JR","OTH8","F","RE","melody.h.smith@fakeu.edu"
"33","902870413","Coffey","Jack","UG","4","SO","DEF1","D+","RE","jack.o.coffey@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"47226","201101","ABC","101","4","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Diaz, Riley I.","Lecture","MWF","2:10 PM - 3:00 PM","TB2","112"
"","Discussion","W","4:10 PM - 5:00 PM","LH5","46"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","467347135","Williams","Austin","UG","4","SO","DEF1","A-","RE","austin.h.williams@fakeu.edu"
"2","523350750","Smith","Melissa","UG","4","SO","OTH8","B-","RE","melissa.r.smith@fakeu.edu"
"3","761840711","Valenzuela","Daniel","UG","4","SO","OTH8","A-","RE","daniel.v.valenzuela@fakeu.edu"
"4","328980713","Chapman","Isaac","UG","4","JR","O160","A","RE","isaac.m.chapman@fakeu.edu"
"5","598389270","Torres","Claire","UG","4","SR","O249","F","RE","claire.m.torres@fakeu.edu"
"6","356564667","Salinas","Abigail","UG","4","JR","O239","A-","RE","abigail.j.salinas@fakeu.edu"
"7","687923829","Jenkins","Damian","UG","4","SR","OTH8","C","RE","damian.k.jenkins@fakeu.edu"
"8","613507958","Jennings","Grace","UG","4","JR","OTH8","B","RE","grace.a.jennings@fakeu.edu"
"9","517095698","Johnson","Aubrey","UG","4","JR","OTH8","A","RE","aubrey.a.johnson2@fakeu.edu"
"10","659389927","Whitfield","Mason","UG","4","JR","OT42","C-","RE","mason.e.whitfield@fakeu.edu"
"11","189745135","Holden","Wyatt","UG","4","SO","O223","C-","RE","wyatt.l.holden@fakeu.edu"
"12","645005322","Reed","Andrew","UG","4","SO","OT42","B+","RE","andrew.k.reed@fakeu.edu"
"13","654174957","Brown","Luis","UG","4","SO","OT94","D","RE","luis.d.brown1@fakeu.edu"
"14","686803684","Keith","Jacob","UG","4","SO","O223","D-","RE","jacob.s.keith@fakeu.edu"
"15","360359107","Brown","Allison","UG","4","SO","O174","C+","RE","allison.d.brown@fakeu.edu"
"16","784906399","Carroll","Jorge","UG","4","SO","OT20","A","RE","jorge.e.carroll@fakeu.edu"
"17","178405928","Hansen","Ariana","UG","4","SO","OT39","A","RE","ariana.s.hansen@fakeu.edu"
"18","796219759","Dyer","Giselle","UG","4","SO","OT20","B-","RE","giselle.c.dyer@fakeu.edu"
"19","422962518","Wright","Miguel","UG","4","FR","OT35","C-","RE","miguel.e.wright@fakeu.edu"
"20","683575605","Stewart","Mason","UG","4","FR","OT10","A","RE","mason.j.stewart@fakeu.edu"
"21","824795343","Johnston","Emma","UG","4","FR","OT21","C-","RE","emma.a.johnston@fakeu.edu"
"22","151974915","Adams","Daniel","UG","4","FR","O239","B","RE","daniel.a.adams1@fakeu.edu"
"23","328295954","Duncan","Matthew","UG","4","FR","OT37","B-","RE","matthew.s.duncan@fakeu.edu"
"24","605713822","Brown","Kaylee","UG","4","FR","OT35","B","RE","kaylee.j.brown@fakeu.edu"
"25","244935068","Cortez","Victoria","UG","4","FR","OT68","C+","RE","victoria.e.cortez@fakeu.edu"
"26","844688633","Patton","Zoe","UG","4","FR","O174","F","RE","zoe.v.patton@fakeu.edu"
"27","705926915","Brock","Melody","UG","4","FR","OT40","A","RE","melody.c.brock@fakeu.edu"
"28","578777351","Evans","Isabel","UG","4","FR","O223","C","RE","isabel.i.evans@fakeu.edu"
"29","902079132","Park","Christopher","UG","4","FR","OT93","A-","RE","christopher.a.park@fakeu.edu"
"30","366083061","Torres","Damian","UG","4","FR","OT35","B-","RE","damian.j.torres@fakeu.edu"
"31","747697716","Meyers","Benjamin","UG","4","SR","OT35","F","RE","benjamin.e.meyers@fakeu.edu"
"32","773155860","Burgess","Isabella","UG","4","SR","OT13","C+","RE","isabella.j.burgess@fakeu.edu"
"33","284904976","Velez","David","UG","4","JR","O205","F","RE","david.s.velez@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"71832","201101","ABC","101","5","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Diaz, Riley I.","Discussion","T","9:00 AM - 9:50 AM","LH5","48"
"","Lecture","MWF","2:10 PM - 3:00 PM","TB2","112"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","539156340","Rodriguez","Noah","UG","4","SO","OT42","C","RE","noah.j.rodriguez@fakeu.edu"
"2","900415777","Salas","Jacob","UG","4","SO","OT16","B","RE","jacob.s.salas@fakeu.edu"
"3","753728809","Davidson","Lucas","UG","4","JR","OTH8","C+","RE","lucas.n.davidson@fakeu.edu"
"4","272160525","Brown","Owen","UG","4","SO","OT42","F","RE","owen.j.brown@fakeu.edu"
"5","837769390","Alvarez","Leah","UG","4","SO","OT68","A","RE","leah.d.alvarez@fakeu.edu"
"6","710805285","Dixon","Vanessa","UG","4","SO","OT62","B+","RE","vanessa.s.dixon@fakeu.edu"
"7","176925437","Moore","Daniel","UG","4","SO","O237","A-","RE","daniel.a.moore@fakeu.edu"
"8","829228457","Lopez","Joseph","UG","4","SO","O232","A","RE","joseph.e.lopez@fakeu.edu"
"9","123076591","Caldwell","Caleb","UG","4","SO","OTH8","C","RE","caleb.c.caldwell@fakeu.edu"
"10","652652301","Dejesus","Sophia","UG","4","SO","O160","B","RE","sophia.a.dejesus@fakeu.edu"
"11","344236673","Stevenson","Hunter","UG","4","SO","O181","C","RE","hunter.h.stevenson@fakeu.edu"
"12","499871827","Jones","Justin","UG","4","FR","OT26","C-","RE","justin.i.jones@fakeu.edu"
"13","948217004","Holmes","Sophia","UG","4","FR","O223","B+","RE","sophia.a.holmes@fakeu.edu"
"14","376647850","Glover","Leonardo","UG","4","FR","O223","A","RE","leonardo.n.glover@fakeu.edu"
"15","900227253","Wells","Jordan","UG","4","FR","O174","A","RE","jordan.s.wells@fakeu.edu"
"16","730356247","Sullivan","Julian","UG","4","FR","O223","Y","RE","julian.d.sullivan@fakeu.edu"
"17","209333855","Garner","Ryan","UG","4","FR","OT16","B","RE","ryan.v.garner@fakeu.edu"
"18","573667836","Pittman","Jasmine","UG","4","FR","OT26","B-","RE","jasmine.d.pittman@fakeu.edu"
"19","651671732","Cummings","Owen","UG","4","FR","O223","D+","RE","owen.g.cummings@fakeu.edu"
"20","945266773","Baker","Brandon","UG","4","FR","DEF1","F","RE","brandon.a.baker@fakeu.edu"
"21","352856784","Sanford","Genesis","UG","4","FR","OT64","A","RE","genesis.z.sanford@fakeu.edu"
"22","504442305","Barton","Zoey","UG","4","FR","OT20","A+","RE","zoey.e.barton@fakeu.edu"
"23","475838672","Clay","Christopher","UG","4","FR","OT41","D","RE","christopher.e.clay@fakeu.edu"
"24","321309738","Burgess","Isabella","UG","4","JR","OT39","C-","RE","isabella.d.burgess@fakeu.edu"
"25","720199761","Hall","Aaron","UG","4","FR","O232","F","RE","aaron.v.hall@fakeu.edu"
"26","619661371","Tyler","Noah","UG","4","SO","OTH7","F","RE","noah.i.tyler@fakeu.edu"
"27","267901769","Collins","Diego","UG","4","FR","O277","A+","RE","diego.j.collins@fakeu.edu"
"28","941885451","Cameron","Jasmine","UG","4","SR","OT21","I","RE","jasmine.c.cameron@fakeu.edu"
"29","283271953","Marquez","Gabriel","UG","4","SR","O238","A-","RE","gabriel.h.marquez@fakeu.edu"
"30","490459979","Green","Jocelyn","UG","4","SO","O237","D+","RE","jocelyn.l.green@fakeu.edu"
"31","631168770","Lewis","Emily","UG","4","FR","ABC2","B-","RE","emily.l.lewis@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"36267","201101","ABC","102","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Parsons, Mia E.","Lecture","TR","1:40 PM - 3:00 PM","MB3","1070"
"","Discussion Laboratory","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","698107792","Lopez","Natalie","UG","4","FR","O232","D-","RE","natalie.k.lopez@fakeu.edu"
"2","762568199","Cummings","Carlos","UG","4","JR","ABC2","A","RE","carlos.k.cummings@fakeu.edu"
"3","281941846","Alexander","Steven","UG","4","SR","OT62","A","RE","steven.j.alexander@fakeu.edu"
"4","334840709","Knight","Khloe","UG","4","SR","O262","A-","RE","khloe.a.knight@fakeu.edu"
"5","800918039","Wilson","Jordan","UG","4","SR","OT85","C-","RE","jordan.v.wilson@fakeu.edu"
"6","114881761","Morgan","Elizabeth","UG","4","SR","ABC1","A","RE","elizabeth.m.morgan@fakeu.edu"
"7","897259695","Herring","Aiden","UG","4","SR","ABC2","A","RE","aiden.j.herring@fakeu.edu"
"8","547236575","Lee","Stella","UG","4","SR","O240","A","RE","stella.j.lee1@fakeu.edu"
"9","742587884","Wright","Victoria","UG","4","SR","OTH6","F","RE","victoria.j.wright@fakeu.edu"
"10","172243098","Owens","Michael","UG","4","JR","OT21","A+","RE","michael.a.owens@fakeu.edu"
"11","666406274","Hyde","Gael","UG","4","JR","OTH8","B","RE","gael.v.hyde@fakeu.edu"
"12","294207702","Graham","Mateo","UG","4","JR","ABC1","A","RE","mateo.m.graham@fakeu.edu"
"13","646254820","Lopez","Sebastian","UG","4","JR","O105","B-","RE","sebastian.a.lopez@fakeu.edu"
"14","233168500","Taylor","Madison","UG","4","JR","ABC2","A","RE","madison.k.taylor@fakeu.edu"
"15","249999816","Williams","Tyler","UG","4","JR","OTH8","B","RE","tyler.e.williams@fakeu.edu"
"16","566644054","Burns","Noah","UG","4","SO","O108","A","RE","noah.a.burns1@fakeu.edu"
"17","370421517","Pittman","Ximena","UG","4","SO","O232","B-","RE","ximena.n.pittman@fakeu.edu"
"18","328920088","O'brien","Eric","UG","4","SO","OT60","B","RE","eric.o.o'brien@fakeu.edu"
"19","507435545","Campbell","Andrew","UG","4","SO","OT40","C","RE","andrew.k.campbell@fakeu.edu"
"20","178405928","Hansen","Ariana","UG","4","SO","OT39","A","RE","ariana.s.hansen@fakeu.edu"
"21","703000035","Newman","David","UG","4","SO","O108","A-","RE","david.j.newman@fakeu.edu"
"22","756386303","Grimes","Savannah","UG","4","SO","O278","A-","RE","savannah.s.grimes@fakeu.edu"
"23","385843362","Jackson","Liam","UG","4","SO","O232","A-","RE","liam.m.jackson@fakeu.edu"
"24","887716148","Owen","Steven","UG","4","SO","O237","B-","RE","steven.k.owen@fakeu.edu"
"25","825716806","Edwards","Isabella","UG","4","FR","O181","F","RE","isabella.a.edwards2@fakeu.edu"
"26","155795946","Shelton","Julian","UG","4","FR","ABC1","C+","RE","julian.s.shelton@fakeu.edu"
"27","738155807","Flores","Layla","UG","4","FR","O232","B","RE","layla.l.flores@fakeu.edu"
"28","811292043","Thornton","David","UG","4","FR","O108","B+","RE","david.m.thornton@fakeu.edu"
"29","597451753","Wilson","David","UG","4","SR","O238","B","RE","david.t.wilson@fakeu.edu"
"30","191727421","Johnson","Alexander","UG","4","JR","OTH7","A+","RE","alexander.m.johnson1@fakeu.edu"
"31","213193802","Norris","Andrea","UG","4","JR","O232","B-","RE","andrea.i.norris@fakeu.edu"
"32","931467301","Harris","Alexander","UG","4","SO","O239","B+","RE","alexander.j.harris@fakeu.edu"
"33","784906399","Carroll","Jorge","UG","4","SO","OT20","A-","RE","jorge.e.carroll@fakeu.edu"
"34","843282541","Brown","Destiny","UG","4","FR","O180","A","RE","destiny.j.brown1@fakeu.edu"
"35","662590212","Cortez","Jacob","UG","4","SR","O232","B-","RE","jacob.l.cortez@fakeu.edu"
"36","981516460","Harris","Scarlett","UG","4","FR","OT35","B","RE","scarlett.m.harris@fakeu.edu"
"37","299892900","Evans","Emily","UG","4","SR","ABC1","A+","RE","emily.s.evans@fakeu.edu"
"38","126726265","Turner","Victoria","UG","4","SR","ABC1","A","RE","victoria.l.turner@fakeu.edu"
"39","213704579","Davis","Aubrey","UG","4","JR","ABC1","B+","RE","aubrey.j.davis@fakeu.edu"
"40","269254351","Cruz","Daisy","UG","4","JR","OT48","B-","RE","daisy.s.cruz@fakeu.edu"
"41","910414770","Weber","Kevin","UG","4","SO","OTH7","A+","RE","kevin.d.weber@fakeu.edu"
"42","845244613","Gibson","Gabriella","UG","4","JR","OT25","C+","RE","gabriella.l.gibson@fakeu.edu"
