""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"89336","200201","ABC","101","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Logan, Jackson J.","Discussion","T","8:00 AM - 8:50 AM","LH4","39"
"","Lecture","MWF","3:10 PM - 4:00 PM","MB5","1332"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","666768533","Watkins","Julian","UG","4","JR","OT35","A+","RE","julian.k.watkins@fakeu.edu"
"2","873548225","Jones","Wyatt","UG","4","FR","OT35","A-","RE","wyatt.k.jones@fakeu.edu"
"3","743891362","Austin","Matthew","UG","4","FR","OT35","F","RE","matthew.a.austin@fakeu.edu"
"4","792809123","Carney","Vincent","UG","4","SO","OT26","C","RE","vincent.e.carney@fakeu.edu"
"5","194435868","Love","James","UG","4","SO","OT26","B-","RE","james.t.love@fakeu.edu"
"6","194500098","Carpenter","Daisy","UG","4","FR","DEF2","C+","RE","daisy.a.carpenter@fakeu.edu"
"7","475154989","Spears","Samuel","UG","4","FR","OT20","F","RE","samuel.j.spears@fakeu.edu"
"8","978741987","Grimes","Samuel","UG","4","FR","O216","D","RE","samuel.a.grimes@fakeu.edu"
"9","453070985","Chang","James","UG","4","FR","OT35","A","RE","james.j.chang@fakeu.edu"
"10","242829303","Leonard","Jonathan","UG","4","FR","O104","B-","RE","jonathan.e.leonard@fakeu.edu"
"11","285493286","Henderson","Alexander","UG","4","FR","OT69","NS","RE","alexander.r.henderson@fakeu.edu"
"12","583493985","Lee","Jonathan","UG","4","FR","ABC2","A","RE","jonathan.j.lee@fakeu.edu"
"13","216127776","Cruz","Ashley","UG","4","FR","OT10","A","RE","ashley.a.cruz@fakeu.edu"
"14","931209041","Davis","Lily","UG","4","FR","DEF2","A-","RE","lily.j.davis1@fakeu.edu"
"15","339615042","Lee","Ariana","UG","4","SO","O216","A-","RE","ariana.i.lee@fakeu.edu"
"16","877081744","Smith","William","UG","4","FR","O216","D","RE","william.g.smith@fakeu.edu"
"17","348226086","Rice","Joseph","UG","4","FR","DEF2","F","RE","joseph.e.rice@fakeu.edu"
