""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"49982","200310","ABC","101","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Fisher, Caleb K.","Discussion","F","8:00 AM - 8:50 AM","LH5","47"
"","Lecture","MWF","2:10 PM - 3:00 PM","TB1","105"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","317377439","Frank","Brooklyn","UG","4","SO","OTH6","A","RE","brooklyn.n.frank@fakeu.edu"
"2","440445644","Byrd","Alexandra","UG","4","JR","OT34","A","RE","alexandra.m.byrd@fakeu.edu"
"3","830677133","Smith","Kayla","UG","4","FR","OT26","C","RE","kayla.j.smith@fakeu.edu"
"4","661382009","Morrow","Sophie","UG","4","FR","OT39","B+","RE","sophie.m.morrow@fakeu.edu"
"5","125238303","Curtis","Arianna","UG","4","FR","OTH8","F","RE","arianna.w.curtis@fakeu.edu"
"6","263538510","Johnson","Luis","UG","4","FR","OTH8","C","RE","luis.a.johnson@fakeu.edu"
"7","137707501","Simpson","Alex","UG","4","FR","OT21","D","RE","alex.a.simpson@fakeu.edu"
"8","664510204","Graham","Savannah","UG","4","FR","O181","B-","RE","savannah.m.graham@fakeu.edu"
"9","757227285","Hernandez","Mason","UG","4","FR","OTH6","B+","RE","mason.m.hernandez@fakeu.edu"
"10","665871124","Salazar","Layla","UG","4","FR","O239","F","RE","layla.a.salazar@fakeu.edu"
"11","359242556","Brown","Maya","UG","4","FR","OT16","B+","RE","maya.n.brown@fakeu.edu"
"12","598885586","Miller","Audrey","UG","4","FR","DEF2","A","RE","audrey.r.miller@fakeu.edu"
"13","709714591","Anderson","Ian","UG","4","FR","DEF2","D+","RE","ian.f.anderson@fakeu.edu"
"14","108279431","Bush","Matthew","UG","4","FR","ABC2","B-","RE","matthew.a.bush@fakeu.edu"
"15","409024733","Lewis","Noah","UG","4","FR","DEF1","A-","RE","noah.l.lewis@fakeu.edu"
"16","487963353","Wooten","Julian","UG","4","FR","DEF1","C+","RE","julian.b.wooten@fakeu.edu"
"17","126052960","Montoya","Andrea","UG","4","FR","DEF1","B","RE","andrea.a.montoya@fakeu.edu"
"18","725711728","Blake","Ximena","UG","4","FR","ABC2","A-","RE","ximena.a.blake@fakeu.edu"
"19","557841078","Kelly","Jordan","UG","4","FR","DEF2","A","RE","jordan.s.kelly@fakeu.edu"
"20","309574782","Wallace","Isaac","UG","4","FR","ABC2","D","RE","isaac.w.wallace@fakeu.edu"
"21","854674917","Barnett","Jackson","UG","4","SO","DEF1","B+","RE","jackson.c.barnett@fakeu.edu"
"22","203110809","Rogers","Caleb","UG","4","FR","ABC2","C","RE","caleb.n.rogers@fakeu.edu"
"23","690745329","Roberts","William","UG","4","FR","DEF2","A-","RE","william.a.roberts@fakeu.edu"
"24","117179897","Roman","Jesse","UG","4","FR","ABC2","A","RE","jesse.a.roman@fakeu.edu"
"25","886101822","Parker","Gianna","UG","4","SR","O103","B+","RE","gianna.f.parker@fakeu.edu"
"26","680209930","Villarreal","Brandon","UG","4","FR","O237","I","RE","brandon.l.villarreal@fakeu.edu"
"27","872287088","Phillips","Lillian","UG","4","FR","DEF2","D","RE","lillian.k.phillips@fakeu.edu"
"28","301541153","Lowery","Brandon","UG","4","FR","DEF2","A","RE","brandon.p.lowery@fakeu.edu"
"29","559672726","Williams","Olivia","UG","4","FR","DEF1","B+","RE","olivia.o.williams@fakeu.edu"
"30","586920055","Johnson","Juan","UG","4","FR","ABC2","B","RE","juan.a.johnson1@fakeu.edu"
"31","858922200","Lewis","Victoria","UG","4","FR","O216","C-","RE","victoria.l.lewis@fakeu.edu"
"32","198239853","Myers","Luis","UG","4","SO","OT26","A-","RE","luis.j.myers@fakeu.edu"
"33","748035287","Mitchell","Zachary","UG","4","FR","OT35","C-","RE","zachary.h.mitchell@fakeu.edu"
"34","782281681","Powell","Violet","UG","4","SO","OT35","A","RE","violet.r.powell@fakeu.edu"
"35","917158064","Brooks","Nevaeh","UG","4","SO","OT20","B+","RE","nevaeh.n.brooks@fakeu.edu"
"36","452211295","Soto","Bella","UG","4","SO","O225","A","RE","bella.v.soto@fakeu.edu"
"37","821175312","Gross","Brayden","UG","4","SR","OT65","A","RE","brayden.j.gross@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"31690","200310","ABC","101","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Fisher, Caleb K.","Discussion","F","9:00 AM - 9:50 AM","LH5","47"
"","Lecture","MWF","2:10 PM - 3:00 PM","TB1","105"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
