""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"92944","200010","ABC","101","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Logan, Jackson J.","Lecture","TR","1:40 PM - 3:00 PM","LH5","22"
"","Discussion","F","5:10 PM - 6:00 PM","MB2","1012"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","704888224","Cole","Ruby","UG","4","SO","OTH8","A","RE","ruby.h.cole@fakeu.edu"
"2","442163904","Castillo","Jose","UG","4","FR","O174","A","RE","jose.a.castillo@fakeu.edu"
"3","401860722","Bass","Hailey","UG","4","SR","OT23","A-","RE","hailey.s.bass@fakeu.edu"
"4","962608762","Acevedo","Gianna","UG","4","FR","OTH6","A","RE","gianna.l.acevedo@fakeu.edu"
"5","753815551","Mendez","Mia","UG","4","FR","OTH6","A","RE","mia.a.mendez@fakeu.edu"
"6","135532163","Whitaker","Jayden","UG","4","FR","OT61","A","RE","jayden.i.whitaker@fakeu.edu"
"7","408494271","Wells","Grace","UG","4","FR","OT16","B-","RE","grace.b.wells@fakeu.edu"
"8","912831804","Mccarthy","Samuel","UG","4","FR","O114","A","RE","samuel.m.mccarthy@fakeu.edu"
"9","880893770","Giles","Zoe","UG","4","FR","OTH3","NG","RE","zoe.k.giles@fakeu.edu"
"10","172174171","Wright","Adrian","UG","4","FR","OTH9","A","RE","adrian.l.wright@fakeu.edu"
"11","187720017","Hale","Adam","UG","4","FR","OT26","A","RE","adam.l.hale@fakeu.edu"
"12","227383456","Johnson","Alyssa","UG","4","FR","ABC2","B","RE","alyssa.g.johnson@fakeu.edu"
"13","173450670","Dean","Nicholas","UG","4","FR","DEF1","A","RE","nicholas.l.dean@fakeu.edu"
"14","740960724","Harris","Samantha","UG","4","FR","ABC2","NG","RE","samantha.l.harris@fakeu.edu"
"15","354030825","Graham","Brandon","UG","4","FR","ABC2","A","RE","brandon.a.graham@fakeu.edu"
"16","801718486","Gonzalez","Miguel","UG","4","FR","ABC2","A+","RE","miguel.j.gonzalez@fakeu.edu"
"17","151402695","Cameron","Alyssa","UG","4","FR","ABC2","A","RE","alyssa.j.cameron@fakeu.edu"
"18","428416088","Reed","Delilah","UG","4","FR","ABC2","B-","RE","delilah.o.reed@fakeu.edu"
"19","245073795","Wood","Kaylee","UG","4","FR","DEF1","A","RE","kaylee.v.wood@fakeu.edu"
"20","617863510","Justice","Angela","UG","4","FR","DEF1","A","RE","angela.a.justice@fakeu.edu"
"21","763847368","Carter","Isaac","UG","4","FR","DEF2","A","RE","isaac.i.carter@fakeu.edu"
"22","128390116","Smith","Caleb","UG","4","FR","ABC2","A","RE","caleb.a.smith@fakeu.edu"
"23","545917846","Robinson","Kimberly","UG","4","FR","DEF2","B","RE","kimberly.d.robinson@fakeu.edu"
"24","520136511","Ferguson","Steven","UG","4","FR","OT16","B+","RE","steven.a.ferguson@fakeu.edu"
"25","167216229","Collins","Harper","UG","4","JR","O214","A","RE","harper.d.collins@fakeu.edu"
"26","141958251","Hernandez","Daniel","UG","4","FR","O212","A","RE","daniel.a.hernandez@fakeu.edu"
"27","602062597","Wilson","Adrian","UG","4","FR","ABC1","A","RE","adrian.a.wilson@fakeu.edu"
"28","126169931","Porter","Sophia","UG","4","FR","ABC2","A-","RE","sophia.n.porter@fakeu.edu"
"29","918851445","Mason","Isaiah","UG","4","SO","OT30","A","RE","isaiah.a.mason@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"52818","200010","ABC","101","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Logan, Jackson J.","Lecture","TR","1:40 PM - 3:00 PM","LH5","22"
"","Discussion","W","4:10 PM - 5:00 PM","TB3","146"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","235452205","Woods","Tyler","UG","4","SR","OT28","A","RE","tyler.j.woods@fakeu.edu"
"2","621697268","Mcdonald","Joseph","UG","4","SR","O174","A","RE","joseph.c.mcdonald@fakeu.edu"
"3","350768227","Coleman","Andres","UG","4","JR","OT21","C","RE","andres.c.coleman@fakeu.edu"
"4","407365913","Lawrence","Ruby","UG","4","SO","OT26","A","RE","ruby.b.lawrence@fakeu.edu"
"5","304316931","Clark","Emily","UG","4","SO","O216","A","RE","emily.m.clark@fakeu.edu"
"6","714713317","Harris","Jorge","UG","4","FR","OTH3","A-","RE","jorge.j.harris@fakeu.edu"
"7","769467565","Watson","Brandon","UG","4","SO","OT40","A","RE","brandon.t.watson@fakeu.edu"
"8","440455759","Perez","David","UG","4","JR","O216","A-","RE","david.l.perez@fakeu.edu"
"9","798145047","Maxwell","Mia","UG","4","JR","OT34","A-","RE","mia.l.maxwell@fakeu.edu"
"10","406605281","Chan","Aiden","UG","4","FR","OT16","A-","RE","aiden.v.chan@fakeu.edu"
"11","163060353","Payne","Michael","UG","4","FR","OT21","B+","RE","michael.m.payne@fakeu.edu"
"12","227048192","Zimmerman","Anthony","UG","4","FR","OTH9","B+","RE","anthony.l.zimmerman@fakeu.edu"
"13","524910944","Peters","Victoria","UG","4","FR","OTH9","A","RE","victoria.a.peters@fakeu.edu"
"14","212833489","Yang","Ivan","UG","4","FR","OTH3","B","RE","ivan.a.yang@fakeu.edu"
"15","194061083","Davis","Giselle","UG","4","FR","OT26","A-","RE","giselle.o.davis@fakeu.edu"
"16","267695914","Jones","Chloe","UG","4","FR","OT26","NG","RE","chloe.v.jones@fakeu.edu"
"17","695587708","Kennedy","Sophia","UG","4","FR","OTH5","A-","RE","sophia.g.kennedy@fakeu.edu"
"18","203734370","Clark","Emily","UG","4","JR","OT94","A","RE","emily.b.clark@fakeu.edu"
"19","423868806","Ross","Matthew","UG","4","SO","OTH9","A","RE","matthew.j.ross@fakeu.edu"
"20","760708266","Kelly","Liliana","UG","4","FR","OT20","A","RE","liliana.j.kelly@fakeu.edu"
"21","180305979","Mullins","Charlotte","UG","4","FR","OT16","F","RE","charlotte.m.mullins@fakeu.edu"
"22","228864330","Moore","Olivia","UG","4","JR","OT34","A","RE","olivia.t.moore@fakeu.edu"
"23","986060395","Jackson","Mia","UG","4","FR","OT20","B","RE","mia.j.jackson@fakeu.edu"
"24","973036370","Leon","Natalie","UG","4","SO","ABC1","A","RE","natalie.s.leon@fakeu.edu"
"25","292596168","Sims","Alexander","UG","4","FR","OT16","B+","RE","alexander.o.sims@fakeu.edu"
"26","640405689","Chapman","Daniel","UG","4","FR","OT26","A-","RE","daniel.a.chapman@fakeu.edu"
"27","102483668","Gray","Jeremiah","UG","4","FR","OT16","A","RE","jeremiah.j.gray@fakeu.edu"
"28","644914443","Smith","Emma","UG","4","FR","O180","NG","RE","emma.h.smith@fakeu.edu"
"29","318616412","Johnson","Samantha","UG","4","JR","OT35","A","RE","samantha.s.johnson@fakeu.edu"
"30","743412507","Zimmerman","Alexander","UG","4","FR","OT35","B+","RE","alexander.n.zimmerman@fakeu.edu"
"31","427369444","Crawford","Julian","UG","4","FR","O212","B","RE","julian.e.crawford@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"34573","200010","ABC","101","3","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Logan, Jackson J.","Discussion","F","8:00 AM - 8:50 AM","LH5","39"
"","Lecture","TR","1:40 PM - 3:00 PM","LH5","22"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","780628963","Thompson","Daisy","UG","4","JR","OTH8","A","RE","daisy.a.thompson@fakeu.edu"
"2","353165657","Fisher","Emma","UG","4","FR","OT10","A","RE","emma.a.fisher@fakeu.edu"
"3","224081281","Flowers","Brooklyn","UG","4","FR","OT30","A-","RE","brooklyn.s.flowers@fakeu.edu"
"4","933400991","Mason","Chloe","UG","4","FR","O212","A","RE","chloe.d.mason@fakeu.edu"
"5","777637922","Hart","Tyler","UG","4","FR","O160","NG","RE","tyler.j.hart@fakeu.edu"
"6","643144949","Hahn","Julian","UG","4","FR","OT17","A","RE","julian.e.hahn@fakeu.edu"
"7","472449986","Smith","Scarlett","UG","4","FR","DEF1","A","RE","scarlett.d.smith@fakeu.edu"
"8","904361757","Delacruz","Sophia","UG","4","FR","DEF2","A+","RE","sophia.j.delacruz@fakeu.edu"
"9","310044388","Hodges","Damian","UG","4","FR","DEF1","B","RE","damian.j.hodges@fakeu.edu"
"10","940782230","Brock","Caleb","UG","4","FR","ABC2","A","RE","caleb.r.brock@fakeu.edu"
"11","927285079","Grant","Anthony","UG","4","FR","ABC2","A-","RE","anthony.l.grant@fakeu.edu"
"12","669880722","Hall","Daniel","UG","4","FR","DEF1","NG","RE","daniel.n.hall@fakeu.edu"
"13","471065053","Melendez","Daniel","UG","4","FR","DEF1","A","RE","daniel.a.melendez@fakeu.edu"
"14","420048026","Hart","Anthony","UG","4","FR","DEF2","A","RE","anthony.k.hart@fakeu.edu"
"15","979954040","Huffman","Michael","UG","4","FR","DEF2","A","RE","michael.b.huffman@fakeu.edu"
"16","390500314","Neal","Jacob","UG","4","JR","O174","A","RE","jacob.r.neal@fakeu.edu"
"17","741579825","Cruz","Charlotte","UG","4","SO","OT26","A","RE","charlotte.a.cruz@fakeu.edu"
"18","511094145","Clark","Genesis","UG","4","FR","ABC2","A","RE","genesis.e.clark@fakeu.edu"
"19","775263174","Macias","Brayden","UG","4","FR","OTH1","A-","RE","brayden.k.macias@fakeu.edu"
"20","262132774","Hatfield","Nathaniel","UG","4","FR","ABC2","A","RE","nathaniel.m.hatfield@fakeu.edu"
"21","793245607","Wong","Mateo","UG","4","FR","DEF1","A","RE","mateo.k.wong@fakeu.edu"
"22","668657306","Turner","Michael","UG","4","FR","OTH3","A","RE","michael.c.turner@fakeu.edu"
"23","451742029","Mack","Bryan","UG","4","SR","OT40","A","RE","bryan.m.mack@fakeu.edu"
"24","284695934","Sheppard","Liam","UG","4","SR","OT45","B","RE","liam.d.sheppard@fakeu.edu"
"25","675251077","Cruz","Ariana","UG","4","FR","OT34","F","RE","ariana.g.cruz@fakeu.edu"
"26","598583173","Ingram","James","UG","4","FR","OTH3","A-","RE","james.l.ingram@fakeu.edu"
"27","368793338","Watson","Jose","UG","4","FR","OTH8","B","RE","jose.n.watson@fakeu.edu"
"28","112814357","Turner","Austin","UG","4","JR","OT26","B","RE","austin.x.turner@fakeu.edu"
"29","729248287","Sanchez","Angelina","UG","4","FR","OT10","A","RE","angelina.l.sanchez@fakeu.edu"
"30","472156923","Thompson","Matthew","UG","4","FR","OT26","NS","RE","matthew.a.thompson1@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"74940","200010","ABC","101","4","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Logan, Jackson J.","Discussion","W","8:00 AM - 8:50 AM","LH2","22"
"","Lecture","TR","1:40 PM - 3:00 PM","LH5","22"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","379013707","Craft","Alexander","UG","4","JR","O160","A","RE","alexander.n.craft@fakeu.edu"
"2","715043585","Berry","Juan","UG","4","FR","ABC2","A","RE","juan.c.berry@fakeu.edu"
"3","950760424","Wilson","Layla","UG","4","FR","ABC2","A-","RE","layla.a.wilson1@fakeu.edu"
"4","170460446","Cook","Gabriel","UG","4","FR","ABC2","A-","RE","gabriel.a.cook@fakeu.edu"
"5","323396131","Levine","Aiden","UG","4","FR","ABC2","A","RE","aiden.m.levine@fakeu.edu"
"6","993112394","Estes","Wyatt","UG","4","FR","ABC2","A","RE","wyatt.d.estes@fakeu.edu"
"7","201439722","Crawford","Logan","UG","4","FR","ABC2","A","RE","logan.m.crawford@fakeu.edu"
"8","415544092","Greene","Alexa","UG","4","FR","DEF1","B","RE","alexa.n.greene@fakeu.edu"
"9","311372428","Mcclain","Natalia","UG","4","FR","DEF2","A","RE","natalia.j.mcclain@fakeu.edu"
"10","663315052","Ross","Samantha","UG","4","FR","ABC2","A+","RE","samantha.z.ross@fakeu.edu"
"11","998187012","Jones","Victor","UG","4","FR","DEF1","A","RE","victor.e.jones@fakeu.edu"
"12","913198992","Soto","Jose","UG","4","FR","ABC2","A","RE","jose.g.soto@fakeu.edu"
"13","420374787","Blair","Noah","UG","4","JR","O160","A","RE","noah.n.blair@fakeu.edu"
"14","177666306","Campbell","Isaac","UG","4","FR","OT26","A","RE","isaac.m.campbell@fakeu.edu"
"15","986202219","Taylor","Juan","UG","4","SR","OT60","B","RE","juan.j.taylor@fakeu.edu"
"16","676630486","Taylor","Liam","UG","4","FR","ABC2","A-","RE","liam.j.taylor@fakeu.edu"
"17","350148397","French","Jason","UG","4","FR","ABC2","A","RE","jason.o.french@fakeu.edu"
"18","729834267","Tate","Natalia","UG","4","JR","O216","A","RE","natalia.h.tate@fakeu.edu"
"19","976796392","Bell","Jose","UG","4","FR","OT20","B","RE","jose.j.bell@fakeu.edu"
"20","379515801","Reed","Samuel","UG","4","FR","ABC2","B","RE","samuel.l.reed@fakeu.edu"
"21","234837222","York","Jack","UG","4","FR","DEF2","A-","RE","jack.i.york@fakeu.edu"
"22","381623931","Scott","Eric","UG","4","FR","OT20","A","RE","eric.u.scott@fakeu.edu"
"23","946834815","Taylor","Scarlett","UG","4","FR","OT55","A-","RE","scarlett.l.taylor@fakeu.edu"
"24","844945542","Orr","Nathaniel","UG","4","SO","O103","A","RE","nathaniel.g.orr@fakeu.edu"
"25","907220127","Stephenson","Aiden","UG","4","FR","OT10","B","RE","aiden.a.stephenson@fakeu.edu"
"26","493286643","Allen","Charlotte","UG","4","SO","ABC1","A","RE","charlotte.a.allen@fakeu.edu"
"27","663128161","Thompson","Sophia","UG","4","JR","OT44","A+","RE","sophia.l.thompson@fakeu.edu"
"28","916096952","Burnett","Ryan","UG","4","FR","OT13","F","RE","ryan.j.burnett@fakeu.edu"
