""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"68227","200403","ABC","101","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Baldwin, Ella J.","Discussion","R","8:00 AM - 8:50 AM","LH1","42"
"","Lecture","MWF","11:00 AM - 11:50 AM","LH5","6"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","658443733","Stewart","Henry","UG","4","FR","OT26","A","RE","henry.a.stewart@fakeu.edu"
"2","898123683","Holt","Valeria","UG","4","SR","O240","A-","RE","valeria.c.holt@fakeu.edu"
"3","443671261","Witt","Camila","UG","4","SR","O160","B+","RE","camila.l.witt@fakeu.edu"
"4","855046439","Moore","Isabella","UG","4","SR","O238","C+","RE","isabella.v.moore@fakeu.edu"
"5","100103566","Kelley","Elijah","UG","4","SO","OT34","B+","RE","elijah.a.kelley@fakeu.edu"
"6","677962771","Harrison","Alexa","UG","4","SO","O223","A","RE","alexa.a.harrison@fakeu.edu"
"7","956843063","O'brien","Alexa","UG","4","FR","OT10","B","RE","alexa.a.o'brien@fakeu.edu"
"8","641857798","Bennett","Elijah","UG","4","SO","O174","B+","RE","elijah.j.bennett@fakeu.edu"
"9","849565542","Hines","Gavin","UG","4","FR","DEF2","B+","RE","gavin.c.hines@fakeu.edu"
"10","828197292","Smith","Vincent","UG","4","SO","OTH8","B+","RE","vincent.c.smith@fakeu.edu"
"11","644781863","Howard","Diego","UG","4","JR","O238","B-","RE","diego.j.howard@fakeu.edu"
"12","880537748","Davis","Andrea","UG","4","SO","O135","B+","RE","andrea.o.davis@fakeu.edu"
"13","446809556","Tran","Isabella","UG","4","FR","ABC1","B","RE","isabella.r.tran@fakeu.edu"
"14","315840130","Berger","Aiden","UG","4","FR","O181","A","RE","aiden.g.berger@fakeu.edu"
"15","264453009","Wilson","Julia","UG","4","FR","OT20","B-","RE","julia.j.wilson@fakeu.edu"
"16","417628713","Rodriguez","Isaiah","UG","4","SO","O174","B-","RE","isaiah.d.rodriguez@fakeu.edu"
"17","572809951","Rodriguez","Julian","UG","4","FR","OT16","B+","RE","julian.l.rodriguez1@fakeu.edu"
"18","140734747","Reed","Luke","UG","4","FR","DEF2","NS","RE","luke.t.reed@fakeu.edu"
"19","908414241","Rogers","Katherine","UG","4","SO","OTH8","C+","RE","katherine.a.rogers@fakeu.edu"
"20","849557777","Brown","Wyatt","UG","4","SO","OTH8","C-","RE","wyatt.j.brown@fakeu.edu"
"21","545180762","Johnson","Mason","UG","4","FR","OT40","B","RE","mason.e.johnson@fakeu.edu"
"22","930105802","Holmes","Damian","UG","4","SO","OT54","C+","RE","damian.e.holmes@fakeu.edu"
"23","637829373","Palmer","Liam","UG","4","JR","O175","D-","RE","liam.m.palmer@fakeu.edu"
"24","431587526","Rosario","Jonathan","UG","4","JR","OTH9","B-","RE","jonathan.l.rosario@fakeu.edu"
"25","231019613","Campbell","Adam","UG","4","JR","O174","B-","RE","adam.j.campbell@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"52370","200403","ABC","101","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Baldwin, Ella J.","Lecture","MWF","11:00 AM - 11:50 AM","LH5","6"
"","Discussion","W","3:10 PM - 4:00 PM","LH5","48"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","293350318","Bishop","Miguel","UG","4","FR","OT26","B","RE","miguel.n.bishop@fakeu.edu"
"2","497739634","Duncan","Jayden","UG","4","JR","O244","A","RE","jayden.g.duncan@fakeu.edu"
"3","105862026","Potts","Nathaniel","UG","4","JR","OTH8","B","RE","nathaniel.s.potts@fakeu.edu"
"4","883896853","Barrett","Emma","UG","4","JR","O233","B+","RE","emma.m.barrett@fakeu.edu"
"5","813047129","Clark","Damian","UG","4","SO","OT26","A+","RE","damian.d.clark@fakeu.edu"
"6","470113512","Carlson","Nathan","UG","4","SO","OTH8","B","RE","nathan.e.carlson@fakeu.edu"
"7","617382172","Miller","Sophia","UG","4","SO","O160","A-","RE","sophia.s.miller@fakeu.edu"
"8","377509892","Ferguson","Alyssa","UG","4","SO","OT13","B-","RE","alyssa.j.ferguson@fakeu.edu"
"9","673912262","Gallagher","Nathan","UG","4","FR","O237","B-","RE","nathan.j.gallagher@fakeu.edu"
"10","783699805","Skinner","Santiago","UG","4","FR","DEF2","A+","RE","santiago.a.skinner@fakeu.edu"
"11","717959647","Williams","Lucas","UG","4","FR","OT16","B","RE","lucas.x.williams@fakeu.edu"
"12","788695379","Hunter","Victoria","UG","4","FR","OTH8","C+","RE","victoria.s.hunter@fakeu.edu"
"13","574071633","Taylor","Christian","UG","4","SR","O174","A+","RE","christian.a.taylor@fakeu.edu"
"14","676950356","Mitchell","Mia","UG","4","FR","OT26","A-","RE","mia.m.mitchell@fakeu.edu"
"15","791855791","Barnes","Samantha","UG","4","JR","OT54","B","RE","samantha.a.barnes@fakeu.edu"
"16","120876490","Wilson","Nathan","ND","4","ND","O253","B+","RE","nathan.j.wilson1@fakeu.edu"
"17","868123088","Wells","Anthony","UG","4","FR","OT42","A+","RE","anthony.l.wells@fakeu.edu"
"18","732923907","Morris","Ethan","UG","4","JR","O239","B+","RE","ethan.g.morris@fakeu.edu"
