""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"83358","199401","ABC","101","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Diaz, Michelle H.","Lecture","MWF","1:10 PM - 2:00 PM","TB4","103"
"","Discussion","T","3:10 PM - 4:00 PM","LH2","20"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","519225011","Whitehead","Emma","UG","4","SR","O123","F","RE","emma.e.whitehead@fakeu.edu"
"2","517699773","Robinson","Nathaniel","UG","4","JR","OT59","B+","RE","nathaniel.v.robinson@fakeu.edu"
"3","824320669","Smith","Caleb","UG","4","SO","OT37","A-","RE","caleb.j.smith@fakeu.edu"
"4","752262900","Wilkerson","Christian","UG","4","SO","OT31","A","RE","christian.d.wilkerson@fakeu.edu"
"5","754837523","Thomas","Emma","UG","4","SO","OT17","B","RE","emma.g.thomas@fakeu.edu"
"6","457944382","Grimes","Zachary","UG","4","FR","OT10","B+","RE","zachary.a.grimes@fakeu.edu"
"7","152106683","Turner","Matthew","UG","4","SO","OT26","B","RE","matthew.c.turner@fakeu.edu"
"8","836556765","Garrison","Olivia","UG","4","SO","OT54","B+","RE","olivia.k.garrison@fakeu.edu"
"9","539814242","Taylor","Zoe","UG","4","FR","DEF2","B","RE","zoe.g.taylor@fakeu.edu"
"10","630926324","Dixon","Ian","UG","4","FR","OT16","B-","RE","ian.i.dixon@fakeu.edu"
"11","289590367","Wilson","Natalia","UG","4","FR","OT23","B","RE","natalia.s.wilson@fakeu.edu"
"12","865361306","Roy","Sebastian","UG","4","FR","OT77","C-","RE","sebastian.i.roy@fakeu.edu"
"13","661941401","Finch","Valentina","UG","4","FR","OT16","B","RE","valentina.e.finch@fakeu.edu"
"14","218242311","Peterson","David","UG","4","SR","DEF1","NS","RE","david.a.peterson@fakeu.edu"
"15","792693560","Patel","Audrey","UG","4","JR","OT55","A-","RE","audrey.o.patel@fakeu.edu"
"16","426371262","House","Jade","UG","4","SO","OT45","B+","RE","jade.g.house@fakeu.edu"
"17","273595801","Cleveland","Angelina","UG","4","SO","OT53","B+","RE","angelina.l.cleveland@fakeu.edu"
"18","684224016","Reyes","Emily","UG","4","SR","OT15","A-","RE","emily.j.reyes@fakeu.edu"
"19","945272243","Hubbard","Zoey","UG","4","FR","OT61","D+","RE","zoey.a.hubbard@fakeu.edu"
"20","854146963","Brown","Abigail","UG","4","FR","OT16","A+","RE","abigail.a.brown@fakeu.edu"
"21","660024874","Mann","Noah","UG","4","SO","OTH5","B","RE","noah.a.mann@fakeu.edu"
"22","370764869","Johnson","Aiden","UG","4","SR","O123","A","RE","aiden.j.johnson@fakeu.edu"
"23","484537065","Roberson","Alex","UG","4","FR","ABC1","A","RE","alex.g.roberson@fakeu.edu"
"24","436754943","Booth","Ximena","UG","4","FR","DEF2","F","RE","ximena.s.booth@fakeu.edu"
"25","932347987","Webster","Hannah","UG","4","FR","OT16","F","RE","hannah.j.webster@fakeu.edu"
"26","775764054","Wall","Anthony","UG","4","FR","DEF2","B","RE","anthony.h.wall@fakeu.edu"
"27","477364906","Jones","Joseph","UG","4","SR","OTH8","A","RE","joseph.n.jones@fakeu.edu"
"28","208090133","Torres","Hunter","UG","4","SO","OT45","B","RE","hunter.e.torres@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"44396","199401","ABC","101","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Diaz, Michelle H.","Lecture","MWF","1:10 PM - 2:00 PM","TB4","103"
"","Discussion","W","4:10 PM - 5:00 PM","LH3","56"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","863332393","Stevens","Anthony","UG","4","SR","OT15","A-","RE","anthony.a.stevens@fakeu.edu"
"2","655964101","Murphy","Andrew","UG","4","SR","OT28","B-","RE","andrew.q.murphy@fakeu.edu"
"3","393601739","Roberts","Tyler","UG","4","SR","OT59","A","RE","tyler.m.roberts@fakeu.edu"
"4","498546153","Lawrence","Alexander","UG","4","JR","OT15","B","RE","alexander.n.lawrence@fakeu.edu"
"5","922679435","Gutierrez","Aaron","UG","4","JR","OT15","F","RE","aaron.v.gutierrez@fakeu.edu"
"6","199589632","Turner","Wyatt","UG","4","SO","OT16","F","RE","wyatt.s.turner@fakeu.edu"
"7","958699785","Davidson","Elizabeth","UG","4","SO","OT20","A","RE","elizabeth.g.davidson@fakeu.edu"
"8","399802885","Golden","Matthew","UG","4","SO","O123","B-","RE","matthew.g.golden@fakeu.edu"
"9","562163612","Miller","Adrian","UG","4","SO","OT45","A","RE","adrian.n.miller@fakeu.edu"
"10","634204766","Daniels","Kylie","UG","4","SR","O164","A","RE","kylie.j.daniels@fakeu.edu"
"11","642608685","Cummings","Noah","UG","4","SO","OTH3","A-","RE","noah.g.cummings@fakeu.edu"
"12","571863544","Cooper","Jason","UG","4","SO","OT61","B+","RE","jason.l.cooper@fakeu.edu"
"13","178908656","Anderson","Abigail","UG","4","SO","OT16","B","RE","abigail.e.anderson@fakeu.edu"
"14","849811267","Thomas","Ethan","UG","4","FR","OT64","A-","RE","ethan.e.thomas@fakeu.edu"
"15","172828905","Boyle","Isabella","UG","4","FR","OT16","B","RE","isabella.b.boyle@fakeu.edu"
"16","948545735","Wilson","Ruby","UG","4","FR","ABC1","B+","RE","ruby.j.wilson@fakeu.edu"
"17","412569047","Rocha","Samantha","UG","4","FR","ABC1","B","RE","samantha.r.rocha@fakeu.edu"
"18","787962532","Davis","Logan","UG","4","FR","OT16","A","RE","logan.j.davis@fakeu.edu"
"19","291250148","Ellis","Mateo","UG","4","FR","DEF2","B+","RE","mateo.b.ellis@fakeu.edu"
"20","861238297","Garcia","Gianna","UG","4","SO","OT21","A-","RE","gianna.s.garcia@fakeu.edu"
"21","719776643","Flowers","Mia","UG","4","SO","OTH3","B+","RE","mia.c.flowers@fakeu.edu"
"22","606710417","Copeland","Nathaniel","UG","4","FR","ABC1","A","RE","nathaniel.b.copeland@fakeu.edu"
"23","221480706","Pruitt","Jayden","UG","4","SO","OT15","B+","RE","jayden.h.pruitt@fakeu.edu"
"24","393009917","Jones","Ximena","UG","4","JR","OT12","B","RE","ximena.a.jones@fakeu.edu"
"25","368542854","Collier","Grace","UG","4","JR","O117","B-","RE","grace.d.collier@fakeu.edu"
"26","414738078","Morgan","Noah","UG","4","SO","OTH6","NS","RE","noah.n.morgan@fakeu.edu"
"27","890321556","Reynolds","Levi","UG","4","SO","OT15","F","RE","levi.g.reynolds@fakeu.edu"
"28","201243456","Green","Avery","UG","4","FR","OT16","A","RE","avery.m.green@fakeu.edu"
"29","885887811","Olson","Angelina","UG","4","FR","ABC2","A-","RE","angelina.a.olson@fakeu.edu"
"30","257600384","Richardson","Hannah","UG","4","JR","OT59","A","RE","hannah.x.richardson1@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"22128","199401","ABC","101","3","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Diaz, Michelle H.","Lecture","MWF","1:10 PM - 2:00 PM","TB4","103"
"","Discussion","R","3:10 PM - 4:00 PM","LH1","10"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","307795397","Mckay","Genesis","UG","4","JR","O123","A-","RE","genesis.w.mckay@fakeu.edu"
"2","693735320","Hubbard","Tyler","UG","4","FR","OT16","B+","RE","tyler.v.hubbard@fakeu.edu"
"3","769968514","Reynolds","Logan","UG","4","FR","DEF2","B-","RE","logan.g.reynolds@fakeu.edu"
"4","988311685","Hampton","Mason","UG","4","FR","OT26","F","RE","mason.z.hampton@fakeu.edu"
"5","804727726","Jones","Diego","UG","4","FR","OT20","B","RE","diego.a.jones@fakeu.edu"
"6","505911233","Brooks","Matthew","UG","4","FR","OT20","B-","RE","matthew.d.brooks@fakeu.edu"
"7","440941845","Robinson","Ava","UG","4","JR","OT12","C+","RE","ava.m.robinson@fakeu.edu"
"8","682990616","Pugh","Brandon","UG","4","JR","OTH9","A","RE","brandon.a.pugh@fakeu.edu"
"9","232275850","Lee","Mason","UG","4","FR","O126","B","RE","mason.m.lee@fakeu.edu"
