""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"47529","199003","ABC","101","1","0 - 4.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Oliver, Sebastian I.","Lecture","MWF","10:00 AM - 10:50 AM","TB4","110"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","743364300","Harris","Ella","UG","4","SR","OT17","A","RE","ella.v.harris@fakeu.edu"
"2","761179906","Wheeler","Ashley","UG","4","SO","OTH3","C+","RE","ashley.j.wheeler@fakeu.edu"
"3","611655023","Smith","Stephanie","UG","4","SO","OTH3","F","RE","stephanie.k.smith@fakeu.edu"
"4","915072527","Barnes","Joshua","UG","4","JR","OT27","A-","RE","joshua.j.barnes@fakeu.edu"
"5","912593734","Estes","Ivan","UG","4","SR","OT21","F","RE","ivan.i.estes@fakeu.edu"
"6","814067267","Knight","Henry","UG","4","JR","OT14","C+","RE","henry.h.knight@fakeu.edu"
"7","123347838","Jackson","Isabella","UG","4","SR","OT21","A","RE","isabella.e.jackson@fakeu.edu"
"8","178665516","Lee","Jesse","UG","4","SR","OTH9","A+","RE","jesse.v.lee@fakeu.edu"
"9","154312750","Brown","Henry","UG","4","SR","OT40","C-","RE","henry.h.brown@fakeu.edu"
"10","639630086","Barrett","Oliver","UG","4","SR","OT11","C","RE","oliver.v.barrett@fakeu.edu"
"11","679223188","Reed","Charlotte","UG","4","SR","OT84","A-","RE","charlotte.u.reed@fakeu.edu"
"12","412832379","Wood","Angel","UG","4","JR","OT35","C","RE","angel.s.wood@fakeu.edu"
"13","593518623","Stephens","Ivan","UG","4","JR","OT28","C","RE","ivan.v.stephens@fakeu.edu"
"14","905302186","West","Emma","UG","4","JR","OT13","D","RE","emma.l.west@fakeu.edu"
"15","958566674","Bennett","Ashley","UG","4","SO","OT26","D+","RE","ashley.e.bennett@fakeu.edu"
"16","755565388","Abbott","Jesse","UG","4","SO","OTH8","D","RE","jesse.m.abbott@fakeu.edu"
"17","750213440","Bonner","Ethan","UG","4","SO","OT25","B","RE","ethan.v.bonner@fakeu.edu"
"18","611356988","Trujillo","Jackson","UG","4","SO","OTH3","B-","RE","jackson.e.trujillo@fakeu.edu"
"19","933503547","Howe","Olivia","UG","4","SO","OTH9","B","RE","olivia.l.howe@fakeu.edu"
"20","723798774","Leblanc","Ella","UG","4","SO","OTH9","B+","RE","ella.s.leblanc@fakeu.edu"
"21","260298863","Hill","Emily","UG","4","SO","OT16","C+","RE","emily.a.hill@fakeu.edu"
"22","945764981","Hernandez","Ariana","UG","4","SO","OT20","F","RE","ariana.j.hernandez@fakeu.edu"
"23","247068971","Patterson","Jesus","UG","4","SO","OTH1","B+","RE","jesus.m.patterson@fakeu.edu"
"24","932581033","Williams","Mason","UG","4","FR","OT26","B+","RE","mason.s.williams@fakeu.edu"
"25","394279848","Harris","Ashley","UG","4","FR","OTH9","D","RE","ashley.s.harris@fakeu.edu"
"26","372576874","Gross","Kylie","UG","4","FR","OT12","C+","RE","kylie.e.gross@fakeu.edu"
"27","298209510","Hernandez","Alexander","UG","4","FR","OT15","C","RE","alexander.d.hernandez@fakeu.edu"
"28","130895669","Spencer","Jayden","UG","4","SO","OT20","B","RE","jayden.i.spencer@fakeu.edu"
"29","245274241","Wilson","Jonathan","UG","4","JR","OT30","A","RE","jonathan.j.wilson@fakeu.edu"
"30","669077459","Thompson","Jackson","UG","4","JR","OT60","B","RE","jackson.x.thompson@fakeu.edu"
"31","707257609","Marshall","Eric","UG","4","SO","OT28","D","RE","eric.n.marshall@fakeu.edu"
"32","370279730","Robbins","Eric","UG","4","SO","OT15","A-","RE","eric.e.robbins@fakeu.edu"
"33","585731218","Boyd","Victor","UG","4","SO","OT22","B","RE","victor.r.boyd@fakeu.edu"
"34","412926064","Sandoval","Jordan","UG","4","SO","OT45","A","RE","jordan.k.sandoval@fakeu.edu"
"35","328689682","Smith","Ivan","UG","4","SO","OT20","A","RE","ivan.y.smith@fakeu.edu"
"36","158714282","Holt","Sophia","UG","4","JR","OT95","D-","RE","sophia.j.holt@fakeu.edu"
"37","670872707","Tyler","Alexander","UG","4","SO","OT83","D","RE","alexander.a.tyler@fakeu.edu"
"38","382130035","George","Hailey","UG","4","SO","OTH3","A+","RE","hailey.a.george@fakeu.edu"
"39","555573310","White","Mia","UG","4","FR","OT20","C","RE","mia.d.white@fakeu.edu"
"40","442606128","Foreman","Amy","UG","4","FR","OT59","A-","RE","amy.u.foreman@fakeu.edu"
"41","865866189","Douglas","Lucas","UG","4","FR","OTH9","C","RE","lucas.m.douglas@fakeu.edu"
"42","579251830","Swanson","Ethan","UG","4","FR","OT26","A-","RE","ethan.d.swanson@fakeu.edu"
"43","572740525","Prince","Alexandra","UG","4","FR","OTH5","C+","RE","alexandra.a.prince@fakeu.edu"
"44","798218612","Stark","Ryan","UG","4","FR","OT17","B","RE","ryan.b.stark@fakeu.edu"
"45","387584662","Jones","Lucas","UG","4","SO","OTH8","NS","RE","lucas.l.jones@fakeu.edu"
"46","780207209","Arnold","Jonathan","UG","4","FR","OTH9","A-","RE","jonathan.j.arnold@fakeu.edu"
"47","850630648","Weaver","Samantha","UG","4","JR","OT15","A","RE","samantha.z.weaver@fakeu.edu"
"48","566307049","Ferguson","Joshua","UG","4","SR","OT17","C+","RE","joshua.l.ferguson@fakeu.edu"
"49","386449044","Hendrix","Elijah","UG","4","FR","OT26","D+","RE","elijah.l.hendrix@fakeu.edu"
"50","174573564","Thomas","Alexander","UG","4","SR","OTH9","F","RE","alexander.m.thomas@fakeu.edu"
"51","408860616","Rocha","Jessica","UG","4","FR","OT26","A-","RE","jessica.t.rocha@fakeu.edu"
"52","325336181","Smith","Mason","UG","4","SO","OT54","D-","RE","mason.a.smith@fakeu.edu"
"53","532465188","White","Alexis","UG","4","SO","OT12","B","RE","alexis.a.white@fakeu.edu"
"54","977548040","Murphy","Daniel","UG","4","FR","OT16","F","RE","daniel.l.murphy@fakeu.edu"
"55","576416650","Stokes","Jayden","UG","4","SO","OT16","C+","RE","jayden.q.stokes@fakeu.edu"
