""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"16358","201003","ABC","101","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Herring, Nathan L.","Discussion","F","9:00 AM - 9:50 AM","LH5","31"
"","Lecture","TR","1:40 PM - 3:00 PM","LH5","14"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","397548189","Guerrero","Sofia","UG","4","SO","ABC1","A-","RE","sofia.j.guerrero@fakeu.edu"
"2","226211530","Williams","Emily","UG","4","FR","O225","B+","RE","emily.s.williams@fakeu.edu"
"3","105079969","Holloway","Justin","UG","4","SR","O238","A-","RE","justin.a.holloway@fakeu.edu"
"4","783539710","May","Brandon","UG","4","SR","OTH6","F","RE","brandon.n.may@fakeu.edu"
"5","310411246","Martinez","Owen","UG","4","SR","O238","B+","RE","owen.m.martinez@fakeu.edu"
"6","778779758","Martinez","Benjamin","UG","4","JR","OTH8","B+","RE","benjamin.d.martinez@fakeu.edu"
"7","915519954","Harris","Jose","UG","4","JR","O237","B+","RE","jose.e.harris@fakeu.edu"
"8","311675828","Stewart","Alexander","UG","4","JR","OTH8","B+","RE","alexander.i.stewart@fakeu.edu"
"9","733486289","Murray","Ryan","UG","4","JR","O265","A-","RE","ryan.s.murray@fakeu.edu"
"10","868675140","Franklin","Connor","UG","4","SO","OT41","B-","RE","connor.j.franklin@fakeu.edu"
"11","798700011","Gonzalez","Lucas","UG","4","SO","OT60","B","RE","lucas.m.gonzalez@fakeu.edu"
"12","557670294","Bauer","Adrian","UG","4","SO","O174","B+","RE","adrian.h.bauer@fakeu.edu"
"13","110835372","Jackson","Sofia","UG","4","SO","O174","B+","RE","sofia.g.jackson@fakeu.edu"
"14","271469949","Scott","Wyatt","UG","4","SO","O240","B-","RE","wyatt.s.scott@fakeu.edu"
"15","770008927","Powell","Steven","UG","4","SO","OT40","A-","RE","steven.d.powell@fakeu.edu"
"16","625615646","Joyner","Isabella","UG","4","SO","OTH8","B","RE","isabella.s.joyner@fakeu.edu"
"17","175372005","Roberts","Nathaniel","UG","4","SO","ABC1","A","RE","nathaniel.k.roberts@fakeu.edu"
"18","809296429","Gibbs","Michelle","UG","4","SR","O117","B","RE","michelle.m.gibbs@fakeu.edu"
"19","613344304","Pace","Brandon","UG","4","FR","OT37","C","RE","brandon.n.pace@fakeu.edu"
"20","582523691","Bowen","Justin","UG","4","FR","OTH8","A","RE","justin.m.bowen@fakeu.edu"
"21","163020291","Perez","Austin","UG","4","SO","O223","A-","RE","austin.a.perez@fakeu.edu"
"22","505179284","Henry","Alyssa","UG","4","FR","OTH8","A","RE","alyssa.s.henry@fakeu.edu"
"23","407134707","Thompson","Christian","GR","4","D1","O170","A-","RE","christian.i.thompson@fakeu.edu"
"24","615202303","Whitfield","Kimberly","UG","4","SO","O174","A-","RE","kimberly.l.whitfield@fakeu.edu"
"25","898053049","Chapman","Jesus","UG","4","SO","OT39","B+","RE","jesus.d.chapman@fakeu.edu"
"26","836497932","Munoz","Damian","UG","4","SO","OT37","B-","RE","damian.d.munoz@fakeu.edu"
"27","856405385","Chase","Gael","UG","4","FR","O174","A","RE","gael.m.chase@fakeu.edu"
"28","285071799","Myers","Jayden","UG","4","FR","OT16","C","RE","jayden.a.myers@fakeu.edu"
