""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"23634","199310","ABC","101","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Diaz, Michelle H.","Lecture","MWF","9:00 AM - 9:50 AM","TB4","103"
"","Discussion","M","5:10 PM - 6:00 PM","TB3","146"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","409744698","Mills","Isaac","UG","4","SO","OT30","NS","RE","isaac.m.mills1@fakeu.edu"
"2","701025959","Clements","Alexandra","UG","4","SR","OTH9","B","RE","alexandra.n.clements@fakeu.edu"
"3","390287077","Ford","Giselle","UG","4","SR","OT31","B+","RE","giselle.v.ford@fakeu.edu"
"4","550519050","Ingram","Chloe","UG","4","JR","OT34","C","RE","chloe.a.ingram@fakeu.edu"
"5","315626025","Tyler","Jacob","UG","4","JR","OTH9","B+","RE","jacob.q.tyler@fakeu.edu"
"6","846018253","Fuller","Chloe","UG","4","SO","OTH8","B","RE","chloe.l.fuller@fakeu.edu"
"7","981696014","Reed","Kaylee","UG","4","SO","OT14","B+","RE","kaylee.j.reed@fakeu.edu"
"8","141790849","Chapman","Hailey","UG","4","FR","O148","A","RE","hailey.g.chapman@fakeu.edu"
"9","429316060","Jackson","Austin","UG","4","SR","O115","A","RE","austin.j.jackson@fakeu.edu"
"10","583901875","Ross","Ava","UG","4","FR","OT20","B","RE","ava.s.ross@fakeu.edu"
"11","266059702","Romero","Brayden","UG","4","FR","OT59","A-","RE","brayden.b.romero@fakeu.edu"
"12","393330424","Blair","Christopher","UG","4","FR","OT30","A","RE","christopher.a.blair@fakeu.edu"
"13","645764983","Townsend","Mateo","UG","4","FR","OTH3","B-","RE","mateo.g.townsend@fakeu.edu"
"14","924481491","Cantrell","Isabel","UG","4","FR","OT20","C","RE","isabel.l.cantrell@fakeu.edu"
"15","667724395","Miller","Faith","UG","4","SR","OTH9","C+","RE","faith.b.miller@fakeu.edu"
"16","906934601","Miller","Ruby","UG","4","FR","ABC2","A","RE","ruby.l.miller@fakeu.edu"
"17","536239632","Moses","Sophia","UG","4","FR","OT16","B","RE","sophia.n.moses@fakeu.edu"
"18","798197020","Harrison","Aiden","UG","4","JR","O160","C+","RE","aiden.c.harrison@fakeu.edu"
"19","951027689","Wilson","Nicole","UG","4","SO","OT54","B","RE","nicole.c.wilson@fakeu.edu"
"20","827053253","Olson","Eli","UG","4","SO","OT13","F","RE","eli.a.olson@fakeu.edu"
"21","566525525","Swanson","Olivia","UG","4","JR","O123","C","RE","olivia.l.swanson@fakeu.edu"
"22","124215277","Mitchell","Dylan","UG","4","FR","OT16","A","RE","dylan.j.mitchell@fakeu.edu"
"23","955477423","Flores","Matthew","UG","4","FR","OT20","F","RE","matthew.s.flores@fakeu.edu"
"24","417809516","Hughes","Liam","UG","4","SR","O123","A","RE","liam.w.hughes@fakeu.edu"
"25","612581733","Jones","Gael","UG","4","SO","OT31","A","RE","gael.n.jones@fakeu.edu"
"26","551475826","Stewart","Ashley","UG","4","JR","OT69","B+","RE","ashley.n.stewart@fakeu.edu"
"27","779754514","Herring","Evelyn","UG","4","FR","ABC1","B+","RE","evelyn.d.herring@fakeu.edu"
"28","593570102","Barnes","Sophia","UG","4","SO","OTH3","A-","RE","sophia.n.barnes@fakeu.edu"
"29","790406538","Lee","Bryan","UG","4","FR","DEF2","A-","RE","bryan.g.lee@fakeu.edu"
"30","917822145","Miller","Mia","UG","4","FR","OT25","B","RE","mia.g.miller@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"37922","199310","ABC","101","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Diaz, Michelle H.","Lecture","MWF","9:00 AM - 9:50 AM","TB4","103"
"","Discussion","T","3:10 PM - 4:00 PM","LH5","11"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","883487440","Gibbs","Ethan","UG","4","SR","OT34","B+","RE","ethan.j.gibbs@fakeu.edu"
"2","541710785","Morin","Emily","UG","4","SR","O123","A+","RE","emily.j.morin@fakeu.edu"
"3","196585787","Wells","Nathan","UG","4","SO","OT30","B+","RE","nathan.s.wells@fakeu.edu"
"4","344084811","Carroll","Luis","UG","4","SO","OT48","F","RE","luis.e.carroll@fakeu.edu"
"5","551259850","Sargent","Emily","UG","4","FR","OTH3","C-","RE","emily.l.sargent@fakeu.edu"
"6","654942690","Sawyer","Brooklyn","UG","4","SO","OT20","A+","RE","brooklyn.c.sawyer@fakeu.edu"
"7","987266304","Rollins","Caleb","UG","4","SO","OT31","A","RE","caleb.n.rollins@fakeu.edu"
"8","376725888","Ruiz","Joshua","UG","4","JR","OT54","B-","RE","joshua.a.ruiz@fakeu.edu"
"9","764607290","Richardson","Henry","UG","4","JR","OT25","A","RE","henry.m.richardson@fakeu.edu"
