""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"96421","199510","ABC","101","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Hall, Alexander W.","Lecture","MWF","9:00 AM - 9:50 AM","LH5","9"
"","Discussion","M","5:10 PM - 6:00 PM","MB2","1012"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","632950098","Carson","Alexander","UG","4","SO","OT20","C","RE","alexander.j.carson@fakeu.edu"
"2","294556875","Witt","Valerie","UG","4","SR","OTH8","A","RE","valerie.m.witt@fakeu.edu"
"3","659200865","Morse","Eric","UG","4","SR","OT25","C","RE","eric.j.morse@fakeu.edu"
"4","722629409","Young","Zoe","UG","4","JR","OT22","B+","RE","zoe.j.young@fakeu.edu"
"5","812809607","Rowland","Victoria","UG","4","SO","OT26","B","RE","victoria.d.rowland@fakeu.edu"
"6","530356094","Rodgers","Nathan","UG","4","SO","OT35","B-","RE","nathan.f.rodgers@fakeu.edu"
"7","356940575","Smith","Elias","UG","4","FR","OT16","C+","RE","elias.j.smith@fakeu.edu"
"8","163530345","Stout","Grace","UG","4","FR","OT20","B","RE","grace.e.stout@fakeu.edu"
"9","311870102","Parsons","Adam","UG","4","FR","OT10","C","RE","adam.r.parsons@fakeu.edu"
"10","880692493","Watson","Jacob","UG","4","FR","OT46","B-","RE","jacob.j.watson@fakeu.edu"
"11","467588593","Robinson","Chloe","UG","4","FR","OT16","C-","RE","chloe.t.robinson@fakeu.edu"
"12","609462286","Blair","Aaron","UG","4","FR","OTH8","B+","RE","aaron.s.blair@fakeu.edu"
"13","151368238","Morales","Ava","UG","4","SR","OT13","A-","RE","ava.m.morales@fakeu.edu"
"14","324616288","Lott","Logan","UG","4","JR","OT16","C","RE","logan.a.lott@fakeu.edu"
"15","273458625","Stewart","Jayden","UG","4","SO","OT17","B","RE","jayden.a.stewart1@fakeu.edu"
"16","890336631","Baker","Jose","UG","4","JR","O166","C","RE","jose.j.baker@fakeu.edu"
"17","539678834","Brooks","Hannah","UG","4","FR","DEF2","C-","RE","hannah.s.brooks@fakeu.edu"
"18","129975836","Harvey","Sophia","UG","4","FR","DEF1","A","RE","sophia.a.harvey@fakeu.edu"
"19","457421692","Anderson","Alexander","UG","4","FR","OT26","B-","RE","alexander.b.anderson@fakeu.edu"
"20","432571953","Roberts","Liam","UG","4","FR","ABC2","D+","RE","liam.b.roberts@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"44964","199510","ABC","101","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Hall, Alexander W.","Lecture","MWF","9:00 AM - 9:50 AM","LH5","9"
"","Discussion","T","3:10 PM - 4:00 PM","LH2","18"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","459835884","Miller","Lucas","UG","4","JR","OT22","B","RE","lucas.a.miller@fakeu.edu"
"2","552922576","Stewart","Christian","UG","4","SO","OTH9","A-","RE","christian.j.stewart@fakeu.edu"
"3","903173772","Stephens","Kylie","UG","4","SO","OTH6","A-","RE","kylie.g.stephens@fakeu.edu"
"4","163208415","Daniels","Savannah","UG","4","SO","OT16","B-","RE","savannah.v.daniels@fakeu.edu"
"5","226358718","Thompson","Christopher","UG","4","SO","DEF2","C","RE","christopher.b.thompson@fakeu.edu"
"6","776344370","Reese","Vincent","UG","4","SO","OTH8","B","RE","vincent.k.reese@fakeu.edu"
