""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"49148","200801","ABC","101","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Herring, Nathan L.","Lecture","MWF","10:00 AM - 10:50 AM","LH5","14"
"","Discussion","M","1:10 PM - 2:00 PM","MB2","1014"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","487955216","Crawford","Isabella","UG","4","SO","O240","A-","RE","isabella.g.crawford@fakeu.edu"
"2","181253046","Neal","Sophia","UG","4","FR","OTH8","B","RE","sophia.j.neal@fakeu.edu"
"3","694473698","Holland","Juan","UG","4","SO","OT20","F","RE","juan.l.holland@fakeu.edu"
"4","624250353","Coleman","Aaron","UG","4","SO","ABC2","B+","RE","aaron.c.coleman@fakeu.edu"
"5","338550484","Arnold","James","UG","4","JR","OTH8","B","RE","james.e.arnold@fakeu.edu"
"6","804444323","Rodriguez","Elijah","UG","4","JR","O174","B+","RE","elijah.n.rodriguez@fakeu.edu"
"7","721994373","Finch","Kimberly","UG","4","JR","O257","C","RE","kimberly.l.finch@fakeu.edu"
"8","387038051","Hall","Delilah","UG","4","JR","OT26","B-","RE","delilah.v.hall@fakeu.edu"
"9","588550093","Martinez","Lily","UG","4","JR","O240","A","RE","lily.z.martinez@fakeu.edu"
"10","257080514","Smith","Audrey","UG","4","SO","O229","A","RE","audrey.j.smith@fakeu.edu"
"11","478158703","Gonzales","Lucas","UG","4","SO","OT61","C","RE","lucas.s.gonzales@fakeu.edu"
"12","783147343","Thomas","Damian","UG","4","SO","OT54","C+","RE","damian.l.thomas@fakeu.edu"
"13","662718144","Padilla","Amy","UG","4","SO","OT26","B-","RE","amy.c.padilla@fakeu.edu"
"14","344822699","Montgomery","Jesus","UG","4","JR","O174","A-","RE","jesus.j.montgomery@fakeu.edu"
"15","643321072","Benson","Mateo","UG","4","SO","OT35","C","RE","mateo.c.benson@fakeu.edu"
"16","819977774","Walker","William","UG","4","SO","O252","A-","RE","william.m.walker@fakeu.edu"
"17","435895116","Drake","Aaliyah","UG","4","SO","OT20","A-","RE","aaliyah.a.drake@fakeu.edu"
"18","724652801","Leon","Brandon","UG","4","FR","OT64","B","RE","brandon.e.leon@fakeu.edu"
"19","466112058","Riddle","Isaiah","UG","4","SR","ABC1","A","RE","isaiah.j.riddle@fakeu.edu"
"20","876724313","Woodward","Aubrey","UG","4","JR","O240","B","RE","aubrey.m.woodward@fakeu.edu"
"21","841717986","Oliver","Vincent","UG","4","SO","O239","B+","RE","vincent.r.oliver@fakeu.edu"
"22","732711577","Martin","Jesus","UG","4","FR","DEF1","C+","RE","jesus.e.martin@fakeu.edu"
"23","226009571","Day","Emma","UG","4","SR","OT35","B-","RE","emma.m.day@fakeu.edu"
"24","246975861","Evans","Alan","UG","4","FR","DEF2","B-","RE","alan.a.evans@fakeu.edu"
"25","657096259","Powell","Vanessa","UG","4","FR","O238","B-","RE","vanessa.c.powell@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"82175","200801","ABC","101","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Herring, Nathan L.","Lecture","MWF","10:00 AM - 10:50 AM","LH5","14"
"","Discussion","W","12:10 PM - 1:00 PM","LH1","106"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","889569756","Mann","Audrey","UG","4","SO","OT25","B+","RE","audrey.d.mann@fakeu.edu"
"2","184157064","Randolph","Mateo","UG","4","SR","OT21","C","RE","mateo.g.randolph@fakeu.edu"
"3","405954820","Johnson","Olivia","UG","4","SO","O234","C","RE","olivia.l.johnson@fakeu.edu"
"4","826912827","Church","Jesus","UG","4","SR","OTH8","A","RE","jesus.a.church@fakeu.edu"
"5","977417302","Zimmerman","Caleb","UG","4","SR","OTH8","B-","RE","caleb.e.zimmerman@fakeu.edu"
"6","873322272","Reynolds","Christopher","UG","4","JR","OT95","C-","RE","christopher.j.reynolds@fakeu.edu"
"7","836502080","Cabrera","Jasmine","UG","4","JR","O244","B+","RE","jasmine.m.cabrera@fakeu.edu"
"8","531251470","Williams","Allison","UG","4","JR","OTH7","B","RE","allison.z.williams@fakeu.edu"
"9","219636942","Smith","Anthony","UG","4","JR","O237","B-","RE","anthony.y.smith@fakeu.edu"
