""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"24291","199103","ABC","101","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Diaz, Michelle H.","Lecture","MWF","10:00 AM - 10:50 AM","MB3","1062"
"","Discussion","M","4:10 PM - 5:00 PM","LH1","114"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","249483426","Jackson","Julian","UG","4","JR","OT14","B+","RE","julian.v.jackson@fakeu.edu"
"2","105366295","Larson","Sophia","UG","4","SR","O123","A","RE","sophia.k.larson@fakeu.edu"
"3","910374156","Stewart","Henry","UG","4","SR","OT36","A","RE","henry.i.stewart@fakeu.edu"
"4","980290982","Steele","Kaylee","UG","4","SR","OT16","A-","RE","kaylee.n.steele@fakeu.edu"
"5","867917023","Arnold","Christopher","UG","4","JR","OT34","F","RE","christopher.j.arnold@fakeu.edu"
"6","614105644","Scott","Gabriella","UG","4","JR","OT34","B-","RE","gabriella.j.scott@fakeu.edu"
"7","314045817","Wade","Wyatt","UG","4","JR","OT30","A-","RE","wyatt.j.wade@fakeu.edu"
"8","426545462","Ellis","Emma","UG","4","SO","OT22","B","RE","emma.r.ellis@fakeu.edu"
"9","743870301","Jones","Valerie","UG","4","SO","OT21","D","RE","valerie.v.jones@fakeu.edu"
"10","305662558","Parks","Daniel","UG","4","SO","OT12","F","RE","daniel.i.parks@fakeu.edu"
"11","939218024","Harris","Andrew","UG","4","SO","O115","A","RE","andrew.d.harris@fakeu.edu"
"12","717926934","Cash","Kaylee","UG","4","SO","OT21","A-","RE","kaylee.s.cash@fakeu.edu"
"13","507211552","Joseph","Sofia","UG","4","SO","OTH3","D+","RE","sofia.m.joseph@fakeu.edu"
"14","195843935","Gonzales","Kimberly","UG","4","SO","OTH3","A","RE","kimberly.m.gonzales@fakeu.edu"
"15","121659215","Reid","Adam","UG","4","FR","OT59","A","RE","adam.c.reid@fakeu.edu"
"16","275439467","Hendrix","Jasmine","UG","4","FR","OT20","C-","RE","jasmine.e.hendrix@fakeu.edu"
"17","302960162","Trevino","Julian","UG","4","SR","OT59","NS","RE","julian.e.trevino@fakeu.edu"
"18","890794951","Johnson","Jacob","UG","4","SR","OT26","B","RE","jacob.j.johnson1@fakeu.edu"
"19","140342981","Holt","Mia","UG","4","SO","OT59","C","RE","mia.g.holt@fakeu.edu"
"20","214768084","Diaz","Brooklyn","UG","4","FR","OT12","C+","RE","brooklyn.h.diaz@fakeu.edu"
"21","772806432","Taylor","Abigail","UG","4","JR","OT30","A","RE","abigail.l.taylor@fakeu.edu"
"22","799386238","Austin","Jayden","UG","4","FR","OT12","C","RE","jayden.m.austin@fakeu.edu"
"23","229096977","Johnson","Ashley","UG","4","SR","OT12","NS","RE","ashley.p.johnson@fakeu.edu"
"24","301548552","Mccullough","Jayden","UG","4","JR","OT27","F","RE","jayden.v.mccullough@fakeu.edu"
"25","405000908","Jackson","Owen","UG","4","FR","OT10","C-","RE","owen.j.jackson@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"56404","199103","ABC","101","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Diaz, Michelle H.","Lecture","MWF","10:00 AM - 10:50 AM","MB3","1062"
"","Discussion","W","4:10 PM - 5:00 PM","LH1","10"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","608786163","Holmes","John","UG","4","FR","OT87","B","RE","john.h.holmes@fakeu.edu"
"2","513400092","Holland","Julian","UG","4","SR","OTH8","B","RE","julian.s.holland@fakeu.edu"
"3","842660567","Hogan","Austin","UG","4","SR","OT15","B+","RE","austin.g.hogan@fakeu.edu"
"4","223158904","Olson","Zoe","UG","4","JR","OTH7","A+","RE","zoe.x.olson@fakeu.edu"
"5","361930530","Payne","Scarlett","UG","4","SO","OT26","A","RE","scarlett.j.payne@fakeu.edu"
"6","343013315","Hawkins","Bella","UG","4","SO","OT26","C","RE","bella.c.hawkins@fakeu.edu"
"7","632707018","Lopez","Mia","UG","4","FR","OT21","B","RE","mia.l.lopez@fakeu.edu"
"8","942580585","Robinson","Matthew","UG","4","FR","OT16","A","RE","matthew.e.robinson@fakeu.edu"
"9","512058646","Fuller","Emma","UG","4","SO","OT45","D+","RE","emma.o.fuller@fakeu.edu"
"10","394942576","Lewis","Miguel","UG","4","FR","OT26","D-","RE","miguel.n.lewis@fakeu.edu"
"11","779590716","Castaneda","Matthew","UG","4","JR","OT13","A","RE","matthew.j.castaneda@fakeu.edu"
"12","628109235","Johnson","Vincent","UG","4","JR","OT20","B+","RE","vincent.g.johnson@fakeu.edu"
"13","895998286","Brown","Vincent","UG","4","JR","OT15","B","RE","vincent.j.brown@fakeu.edu"
