""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"39367","200706","ABC","105","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Diaz, Michelle H.","Lecture","TWR","9:00 AM - 10:40 AM","LH5","8"
"","Discussion","R","11:00 AM - 12:30 PM","LH5","8"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","531284718","Gonzalez","Noah","UG","4","SR","O224","A","RE","noah.j.gonzalez@fakeu.edu"
"2","625385001","Mullen","Sophia","UG","4","SR","OT42","A-","RE","sophia.i.mullen@fakeu.edu"
"3","554690485","Francis","Matthew","UG","4","SR","DEF1","A","RE","matthew.a.francis@fakeu.edu"
"4","218802645","Ortega","Camila","UG","4","JR","OTH8","A-","RE","camila.j.ortega@fakeu.edu"
"5","164676576","Garcia","Aiden","UG","4","JR","OT21","F","RE","aiden.x.garcia@fakeu.edu"
"6","533870221","Best","Angel","UG","4","JR","OT42","B+","RE","angel.e.best@fakeu.edu"
"7","336253075","Smith","Brooklyn","UG","4","JR","O238","A","RE","brooklyn.m.smith@fakeu.edu"
"8","701151942","Richards","Jeremiah","UG","4","JR","ABC1","C+","RE","jeremiah.a.richards@fakeu.edu"
"9","531865016","Davis","Khloe","UG","4","JR","O174","B","RE","khloe.z.davis@fakeu.edu"
"10","933070259","Rivers","John","UG","4","JR","OT39","C-","RE","john.w.rivers@fakeu.edu"
"11","788316421","Irwin","Benjamin","UG","0","JR","OT26","D+","RE","benjamin.a.irwin@fakeu.edu"
"12","373159595","Howell","Alex","UG","4","JR","OT39","D","RE","alex.x.howell@fakeu.edu"
"13","909289596","Griffin","Ashley","UG","4","JR","O238","A-","RE","ashley.v.griffin@fakeu.edu"
"14","409547629","Welch","Adrian","UG","4","JR","OT48","B-","RE","adrian.s.welch@fakeu.edu"
"15","186953450","Jones","Layla","UG","4","SR","OT42","C-","RE","layla.t.jones@fakeu.edu"
"16","865218854","Hunt","Luis","UG","4","SO","OT62","B-","RE","luis.m.hunt@fakeu.edu"
"17","252164085","Smith","Daniel","UG","4","SO","OT35","B-","RE","daniel.e.smith@fakeu.edu"
"18","266102235","Williams","Luis","UG","4","JR","OT39","B+","RE","luis.x.williams@fakeu.edu"
"19","867956399","Kirk","Emily","UG","4","SO","OT42","B+","RE","emily.d.kirk@fakeu.edu"
"20","179095006","Ruiz","Noah","UG","4","SO","ABC1","B","RE","noah.d.ruiz@fakeu.edu"
"21","234169929","Gibson","Alexander","UG","4","SO","O224","B+","RE","alexander.a.gibson@fakeu.edu"
"22","202492883","Oliver","Isabella","UG","4","SO","O223","C-","RE","isabella.m.oliver@fakeu.edu"
"23","731509704","Conner","Michelle","UG","4","SO","DEF2","A","RE","michelle.a.conner@fakeu.edu"
"24","669819155","Wheeler","Samuel","UG","4","SO","OT35","A-","RE","samuel.s.wheeler@fakeu.edu"
"25","431439807","Jones","Kevin","UG","4","SO","OT35","A","RE","kevin.e.jones@fakeu.edu"
"26","794403842","Mccullough","Jonathan","ND","4","ND","OTH2","A","RE","jonathan.a.mccullough@fakeu.edu"
"27","808239989","Brown","Olivia","UG","4","JR","O252","A","RE","olivia.m.brown@fakeu.edu"
"28","978870665","Martinez","Savannah","UG","4","SR","OT68","I","RE","savannah.a.martinez@fakeu.edu"
"29","430394530","Harris","Ariana","UG","4","SR","OT35","B+","RE","ariana.k.harris@fakeu.edu"
"30","583630704","Cruz","Ryan","UG","4","FR","O228","A-","RE","ryan.n.cruz@fakeu.edu"
"31","354418099","Marshall","Lillian","UG","4","SR","O239","C","RE","lillian.a.marshall@fakeu.edu"
"32","978061599","Ramsey","Destiny","UG","4","SR","O262","C-","RE","destiny.j.ramsey@fakeu.edu"
"33","529739688","Peterson","Luke","UG","4","SO","OTH4","F","RE","luke.e.peterson@fakeu.edu"
"34","481075440","Morgan","Zoe","ND","4","ND","OTH2","A+","RE","zoe.a.morgan1@fakeu.edu"
"35","438681741","Montoya","Ayden","UG","4","SO","OT42","C","RE","ayden.a.montoya@fakeu.edu"
"36","211512753","Madden","Elijah","UG","4","SR","OT68","C-","RE","elijah.a.madden@fakeu.edu"
"37","112307444","Russo","Joseph","UG","4","JR","OTH7","A-","RE","joseph.t.russo@fakeu.edu"
"38","271135026","Patterson","Elijah","UG","4","JR","OTH7","A","RE","elijah.j.patterson@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"71147","200706","ABC","106","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"White, Jose E.","Lecture","MTW","11:00 AM - 12:40 PM","MB5","1352"
"","Discussion","M","3:10 PM - 4:40 PM","LH1","98"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
