""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"15654","199703","ABC","101","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Thompson, Kimberly M.","Lecture","MWF","10:00 AM - 10:50 AM","LH5","49"
"","Discussion","M","4:10 PM - 5:00 PM","LH1","78"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","178184634","Shields","Zoey","UG","4","JR","O190","B","RE","zoey.k.shields@fakeu.edu"
"2","420004898","Gutierrez","Landon","UG","4","FR","O160","D","RE","landon.k.gutierrez@fakeu.edu"
"3","814849933","Thomas","Ava","UG","4","SR","O123","A-","RE","ava.a.thomas@fakeu.edu"
"4","829872130","Stone","Mason","UG","4","SR","O123","A","RE","mason.r.stone@fakeu.edu"
"5","930715585","Lopez","Camila","UG","4","SR","O174","A","RE","camila.c.lopez@fakeu.edu"
"6","665095681","Rose","Andrew","UG","4","SO","OT35","A-","RE","andrew.l.rose@fakeu.edu"
"7","159559866","Smith","Abigail","UG","4","SO","O160","B-","RE","abigail.h.smith@fakeu.edu"
"8","189108600","Waller","Noah","UG","4","FR","O160","C","RE","noah.i.waller@fakeu.edu"
"9","456674212","Jones","Matthew","UG","4","SO","O174","C+","RE","matthew.z.jones@fakeu.edu"
"10","275643069","Washington","Christopher","UG","4","FR","OT30","A","RE","christopher.g.washington@fakeu.edu"
"11","861641050","Graham","Valeria","UG","4","FR","OT48","D","RE","valeria.m.graham@fakeu.edu"
"12","114426334","Allen","Sophia","UG","4","FR","OT26","A-","RE","sophia.l.allen@fakeu.edu"
"13","328185672","Landry","John","UG","4","SO","O160","C-","RE","john.l.landry@fakeu.edu"
"14","684382962","Clay","Emma","UG","4","SO","OT30","C-","RE","emma.j.clay@fakeu.edu"
"15","630426660","Larsen","Nathan","UG","4","JR","OTH8","A-","RE","nathan.e.larsen@fakeu.edu"
"16","377740382","Hobbs","Jonathan","UG","4","JR","O160","B","RE","jonathan.m.hobbs@fakeu.edu"
"17","606154598","Buchanan","Charlotte","UG","4","FR","OT26","C+","RE","charlotte.d.buchanan@fakeu.edu"
"18","972295442","Murphy","Alan","UG","4","FR","ABC1","F","RE","alan.a.murphy@fakeu.edu"
"19","824646463","Guerra","Joseph","UG","4","FR","OT16","C","RE","joseph.d.guerra@fakeu.edu"
"20","383510515","Williams","Emma","UG","4","SO","OT10","B-","RE","emma.k.williams@fakeu.edu"
"21","621785488","Smith","Ivan","UG","4","FR","O174","C","RE","ivan.a.smith@fakeu.edu"
"22","645081419","Bailey","Nathan","UG","4","SR","OT66","B","RE","nathan.m.bailey@fakeu.edu"
"23","436106278","Williams","Elizabeth","UG","4","FR","ABC2","C","RE","elizabeth.c.williams@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"30794","199703","ABC","101","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Thompson, Kimberly M.","Discussion","T","9:00 AM - 9:50 AM","LH5","45"
"","Lecture","MWF","10:00 AM - 10:50 AM","LH5","49"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
