""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"47183","200410","ABC","101","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Fisher, Caleb K.","Lecture","MWF","10:00 AM - 10:50 AM","TB2","110"
"","Discussion","M","4:10 PM - 5:00 PM","LH1","66"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","578807414","Salazar","Alexis","UG","4","SR","O243","C","RE","alexis.h.salazar@fakeu.edu"
"2","761490770","Weber","Steven","UG","4","SO","O161","D","RE","steven.h.weber@fakeu.edu"
"3","232504167","Martin","Melody","UG","4","JR","O216","F","RE","melody.g.martin@fakeu.edu"
"4","290775332","Stokes","Julian","UG","4","SO","OT26","B","RE","julian.v.stokes@fakeu.edu"
"5","332884885","Anthony","Valeria","UG","4","SO","O237","F","RE","valeria.m.anthony@fakeu.edu"
"6","590466750","Williams","Benjamin","UG","4","SO","OT10","B","RE","benjamin.r.williams@fakeu.edu"
"7","875477962","Gonzales","Liam","UG","4","FR","OT16","B","RE","liam.n.gonzales@fakeu.edu"
"8","636791875","Serrano","Ethan","UG","4","FR","OTH6","D","RE","ethan.b.serrano@fakeu.edu"
"9","758446609","Williams","Jayden","UG","4","FR","OT87","B","RE","jayden.g.williams@fakeu.edu"
"10","662171524","Jacobs","Damian","UG","4","FR","OT61","F","RE","damian.a.jacobs@fakeu.edu"
"11","777078607","Murphy","David","UG","4","FR","OT26","C-","RE","david.z.murphy@fakeu.edu"
"12","372509862","Ryan","Nathaniel","UG","4","FR","OT26","B+","RE","nathaniel.e.ryan@fakeu.edu"
"13","992528711","Parker","Jasmine","UG","4","FR","OT26","B","RE","jasmine.j.parker@fakeu.edu"
"14","457815764","Warren","Joshua","UG","4","FR","ABC2","A+","RE","joshua.s.warren@fakeu.edu"
"15","693126495","Gillespie","Hailey","UG","4","FR","ABC2","B+","RE","hailey.g.gillespie@fakeu.edu"
"16","803102005","Grant","Christopher","UG","4","FR","ABC2","F","RE","christopher.m.grant@fakeu.edu"
"17","579317224","Walton","Isaac","UG","4","SO","ABC2","A+","RE","isaac.m.walton@fakeu.edu"
"18","894514802","Singleton","Juan","UG","4","FR","ABC2","A","RE","juan.c.singleton@fakeu.edu"
"19","776968875","Williams","Jessica","UG","4","JR","O244","B-","RE","jessica.k.williams@fakeu.edu"
"20","440679165","Chambers","Michael","UL","4","UL","ABC2","A","RE","michael.a.chambers@fakeu.edu"
"21","855835404","Craig","Angel","UG","4","SO","OTH8","A","RE","angel.i.craig@fakeu.edu"
"22","520165069","Warren","Leonardo","UG","4","SO","OTH8","B+","RE","leonardo.i.warren@fakeu.edu"
"23","459421304","Lewis","Noah","UG","4","SO","O225","C","RE","noah.s.lewis@fakeu.edu"
"24","745040106","Rivas","Levi","UG","4","FR","ABC2","B-","RE","levi.z.rivas@fakeu.edu"
"25","672659735","Hamilton","Sebastian","UG","4","FR","OT16","C+","RE","sebastian.j.hamilton@fakeu.edu"
"26","621642701","Ellis","Adam","UG","4","FR","ABC1","C+","RE","adam.l.ellis@fakeu.edu"
"27","465969792","Ford","Ashley","UG","4","SR","OT21","C","RE","ashley.a.ford@fakeu.edu"
"28","329861181","Williams","Alexander","UG","4","JR","OT21","C-","RE","alexander.i.williams@fakeu.edu"
"29","265554454","Murray","Elizabeth","UG","4","FR","ABC1","B-","RE","elizabeth.j.murray@fakeu.edu"
"30","276226630","Lopez","Adam","UG","4","SR","OTH8","D-","RE","adam.d.lopez@fakeu.edu"
"31","766066945","Roberts","Joshua","UG","4","FR","OT41","A","RE","joshua.g.roberts@fakeu.edu"
"32","297779012","Turner","Jose","UG","4","SO","OT21","F","RE","jose.n.turner@fakeu.edu"
"33","225574751","Fernandez","Emily","UG","4","FR","OTH6","B-","RE","emily.b.fernandez@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"82461","200410","ABC","101","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Fisher, Caleb K.","Lecture","MWF","10:00 AM - 10:50 AM","TB2","110"
"","Discussion","F","1:10 PM - 2:00 PM","MB5","1356"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","963305324","Hughes","Genesis","UG","4","SO","O216","A","RE","genesis.k.hughes@fakeu.edu"
"2","876395166","Morris","Matthew","UG","4","SO","OT88","C+","RE","matthew.j.morris@fakeu.edu"
"3","652856356","Waller","Luis","UG","4","SR","OT34","C-","RE","luis.a.waller@fakeu.edu"
"4","272658416","Jarvis","Gabriel","UG","4","JR","O174","C-","RE","gabriel.j.jarvis@fakeu.edu"
"5","752806744","Stevens","Jackson","UG","4","SO","OT21","B-","RE","jackson.a.stevens@fakeu.edu"
"6","489301575","Chase","Jade","UG","4","SO","OT34","B","RE","jade.m.chase@fakeu.edu"
"7","611407124","Waters","Ivan","UG","4","SO","OT16","B+","RE","ivan.c.waters@fakeu.edu"
"8","337433992","Anderson","Andrew","UG","4","FR","ABC1","D","RE","andrew.k.anderson@fakeu.edu"
"9","864975933","Kelley","Nathan","UG","4","FR","OT16","A","RE","nathan.e.kelley@fakeu.edu"
"10","722572515","Simpson","Adam","UG","4","SO","OT68","A+","RE","adam.c.simpson@fakeu.edu"
"11","560427576","Vega","Daniel","UG","4","FR","O232","D","RE","daniel.a.vega@fakeu.edu"
"12","281744761","Fleming","Julian","UG","4","FR","OT21","C","RE","julian.m.fleming@fakeu.edu"
"13","920782540","Brown","Alexa","UG","4","FR","O216","B-","RE","alexa.v.brown@fakeu.edu"
"14","822235895","Fuentes","Ryan","UG","4","FR","ABC2","A","RE","ryan.m.fuentes@fakeu.edu"
"15","558398887","Cooper","Daisy","UG","4","FR","ABC2","C+","RE","daisy.i.cooper@fakeu.edu"
"16","239939726","Kelly","Sebastian","UG","4","FR","ABC2","B","RE","sebastian.r.kelly@fakeu.edu"
"17","924429244","Henderson","Lily","UG","4","FR","DEF1","F","RE","lily.a.henderson@fakeu.edu"
"18","390548706","Kelly","Samuel","UG","4","FR","ABC2","D","RE","samuel.k.kelly@fakeu.edu"
"19","360793205","Buckley","Leah","UG","4","FR","ABC2","A-","RE","leah.a.buckley@fakeu.edu"
"20","654879294","Knight","Angel","UG","4","JR","O160","C","RE","angel.b.knight@fakeu.edu"
"21","707250870","Cooper","Ava","UG","4","FR","OT26","A","RE","ava.e.cooper@fakeu.edu"
"22","742478604","Lopez","Sofia","UG","4","FR","ABC2","A","RE","sofia.m.lopez@fakeu.edu"
"23","412647712","Schneider","Zachary","UG","4","JR","O216","F","RE","zachary.n.schneider@fakeu.edu"
"24","420871082","Gross","Emma","UG","4","FR","ABC1","B-","RE","emma.j.gross@fakeu.edu"
"25","821547433","Mosley","Gavin","UG","4","FR","OT26","A+","RE","gavin.j.mosley@fakeu.edu"
"26","490304481","Hawkins","Robert","UG","4","FR","OT40","F","RE","robert.k.hawkins@fakeu.edu"
"27","649204351","Ballard","Jesus","UG","4","FR","OT40","A+","RE","jesus.d.ballard@fakeu.edu"
"28","787150801","Bailey","Gael","UG","4","FR","ABC1","D","RE","gael.t.bailey@fakeu.edu"
"29","630544450","Baker","Hailey","UG","4","SR","OT51","B-","RE","hailey.m.baker@fakeu.edu"
"30","719904319","Allen","Ethan","UG","4","JR","O216","A-","RE","ethan.l.allen@fakeu.edu"
"31","977776435","Cannon","Miguel","UG","4","SR","O238","B","RE","miguel.r.cannon@fakeu.edu"
"32","272875950","Schultz","Jesse","UG","4","SO","ABC1","B-","RE","jesse.g.schultz@fakeu.edu"
"33","654205880","Rios","Julian","UG","4","SR","O238","A+","RE","julian.l.rios@fakeu.edu"
"34","220642617","Clayton","Camila","UG","4","FR","OT21","B","RE","camila.d.clayton@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"88067","200410","ABC","101","3","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Fisher, Caleb K.","Discussion","R","8:00 AM - 8:50 AM","TB2","118"
"","Lecture","MWF","10:00 AM - 10:50 AM","TB2","110"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","639221206","Price","Isabella","UG","4","SO","O216","C-","RE","isabella.o.price@fakeu.edu"
"2","913223725","Moore","Valerie","UG","4","JR","O239","A","RE","valerie.g.moore@fakeu.edu"
"3","696454799","Rhodes","Zoey","UG","4","JR","O216","B","RE","zoey.s.rhodes@fakeu.edu"
"4","255673476","Fry","Amelia","UG","4","JR","O216","B","RE","amelia.l.fry@fakeu.edu"
"5","184064684","Hamilton","Jacob","UG","4","FR","OT42","A-","RE","jacob.b.hamilton1@fakeu.edu"
"6","912705957","Brown","Evelyn","UG","4","FR","OT54","B","RE","evelyn.k.brown@fakeu.edu"
"7","669536022","Phillips","Jackson","UG","4","FR","O237","C","RE","jackson.v.phillips@fakeu.edu"
"8","556047543","Nelson","Miguel","UG","4","FR","OT26","B","RE","miguel.v.nelson@fakeu.edu"
"9","614396154","Russell","Adam","UG","4","FR","ABC2","B","RE","adam.a.russell@fakeu.edu"
"10","102639935","George","William","UG","4","FR","ABC2","A+","RE","william.c.george@fakeu.edu"
"11","992920983","Shepherd","Juan","UG","4","FR","ABC2","A+","RE","juan.j.shepherd@fakeu.edu"
"12","222964231","Bauer","Juan","UG","4","FR","ABC2","A","RE","juan.g.bauer@fakeu.edu"
"13","153262111","Curtis","Brandon","UG","4","FR","ABC2","B-","RE","brandon.a.curtis@fakeu.edu"
"14","337504434","Cobb","Jonathan","UG","4","FR","ABC2","B+","RE","jonathan.g.cobb@fakeu.edu"
"15","640366015","Mckenzie","Aaliyah","UG","4","FR","ABC2","C","RE","aaliyah.a.mckenzie@fakeu.edu"
"16","281302024","Freeman","Isaiah","UG","4","FR","DEF2","C","RE","isaiah.b.freeman@fakeu.edu"
"17","558871749","Edwards","Josiah","UG","4","FR","ABC2","B-","RE","josiah.c.edwards@fakeu.edu"
"18","610911117","Snider","Brandon","UG","4","FR","ABC2","A","RE","brandon.i.snider@fakeu.edu"
"19","264053196","Levine","Charlotte","UG","4","FR","ABC2","F","RE","charlotte.j.levine@fakeu.edu"
"20","669601771","Dillon","Ashley","UG","4","FR","ABC2","D","RE","ashley.a.dillon@fakeu.edu"
"21","773972388","Luna","Olivia","UG","4","FR","ABC2","F","RE","olivia.l.luna@fakeu.edu"
"22","348821083","Bryant","Lily","UG","4","FR","ABC2","A","RE","lily.e.bryant@fakeu.edu"
"23","467695733","Wright","Austin","UG","4","FR","ABC2","D","RE","austin.a.wright@fakeu.edu"
"24","731193975","Campbell","Elijah","UG","4","SO","OT26","B","RE","elijah.s.campbell@fakeu.edu"
"25","293157188","Curry","Kimberly","UG","4","JR","O216","F","RE","kimberly.i.curry@fakeu.edu"
"26","807634037","Burks","Matthew","UG","4","FR","OT35","C","RE","matthew.s.burks@fakeu.edu"
"27","169402894","Howard","Ava","UG","4","FR","O205","A","RE","ava.e.howard@fakeu.edu"
"28","182892428","Floyd","Valentina","ND","4","ND","O253","A","RE","valentina.s.floyd@fakeu.edu"
"29","684866860","Thompson","Christian","UG","4","SO","OT20","A","RE","christian.a.thompson@fakeu.edu"
"30","601551900","Knox","Lucas","UG","4","FR","OT60","A-","RE","lucas.j.knox@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"95633","200410","ABC","101","4","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Fisher, Caleb K.","Discussion","F","8:00 AM - 8:50 AM","TB2","116"
"","Lecture","MWF","10:00 AM - 10:50 AM","TB2","110"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","971961025","Mccarthy","Dylan","UG","4","FR","ABC2","B+","RE","dylan.h.mccarthy@fakeu.edu"
"2","374872591","Garcia","Julian","UG","4","FR","DEF2","A","RE","julian.l.garcia@fakeu.edu"
"3","541718685","Bowen","Damian","UG","4","FR","ABC2","B","RE","damian.g.bowen@fakeu.edu"
"4","878978432","Tran","Jesus","UG","4","FR","ABC2","A","RE","jesus.g.tran@fakeu.edu"
"5","241901990","Wood","Nathan","UG","4","SO","DEF2","A-","RE","nathan.t.wood@fakeu.edu"
"6","896822742","Thomas","Christopher","UG","4","JR","O238","A-","RE","christopher.a.thomas@fakeu.edu"
"7","703509234","Hunt","Valeria","UG","4","JR","O216","B","RE","valeria.c.hunt@fakeu.edu"
"8","823775199","Burns","Nathaniel","UG","4","FR","OT16","C-","RE","nathaniel.j.burns@fakeu.edu"
"9","246923193","Anderson","Ivan","UG","4","SO","OT23","C-","RE","ivan.s.anderson@fakeu.edu"
"10","338834766","Gillespie","Alejandro","UG","4","SR","OTH8","D","RE","alejandro.j.gillespie@fakeu.edu"
"11","758963541","Fisher","Giselle","UG","4","SO","OT10","C-","RE","giselle.s.fisher@fakeu.edu"
"12","568280477","Roy","Emma","UG","4","FR","ABC1","A+","RE","emma.j.roy@fakeu.edu"
"13","138642798","Hill","Melody","UG","4","JR","O224","B","RE","melody.d.hill@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"79967","200410","ABC","101","5","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Fisher, Caleb K.","Lecture","MWF","10:00 AM - 10:50 AM","TB2","110"
"","Discussion","W","4:10 PM - 5:00 PM","TB2","116"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","611975268","Coleman","Xavier","UG","4","SO","ABC1","B","RE","xavier.s.coleman@fakeu.edu"
"2","294378115","Byrd","Amy","UG","4","SO","OTH8","C","RE","amy.a.byrd@fakeu.edu"
"3","811496973","Townsend","Emma","UG","4","SO","O174","B","RE","emma.j.townsend@fakeu.edu"
"4","637228198","Hopkins","Emily","UG","4","SO","O180","A+","RE","emily.j.hopkins@fakeu.edu"
"5","159409177","Brennan","Oliver","UG","4","FR","ABC1","D-","RE","oliver.j.brennan@fakeu.edu"
"6","316413446","Mitchell","Charlotte","UG","4","FR","O229","A","RE","charlotte.l.mitchell@fakeu.edu"
"7","430189864","Petersen","Joshua","UG","4","FR","ABC2","B","RE","joshua.n.petersen@fakeu.edu"
"8","521595567","Castro","Gabriel","UG","4","FR","ABC2","A","RE","gabriel.a.castro@fakeu.edu"
"9","170110123","Edwards","Avery","UG","4","FR","ABC2","C","RE","avery.e.edwards@fakeu.edu"
"10","614889080","Sargent","Christopher","UG","4","FR","ABC2","A","RE","christopher.n.sargent@fakeu.edu"
"11","538218096","Taylor","Savannah","UG","4","FR","ABC2","C","RE","savannah.o.taylor@fakeu.edu"
"12","640541197","Ratliff","Jonathan","UG","4","FR","ABC2","B","RE","jonathan.v.ratliff@fakeu.edu"
"13","886146818","Thomas","Daniel","UG","4","SO","OTH7","C-","RE","daniel.n.thomas@fakeu.edu"
"14","876836411","Reed","Aaliyah","UG","4","FR","ABC2","A+","RE","aaliyah.l.reed@fakeu.edu"
"15","468392299","Johnson","Jacob","UG","4","FR","ABC2","B","RE","jacob.a.johnson2@fakeu.edu"
"16","813114279","Harris","Camila","UG","4","FR","ABC2","A","RE","camila.l.harris@fakeu.edu"
"17","399786481","Phillips","Hannah","UG","4","FR","ABC2","A-","RE","hannah.m.phillips@fakeu.edu"
"18","783788532","Atkins","Noah","UG","4","FR","ABC1","C+","RE","noah.a.atkins@fakeu.edu"
"19","370809118","Tyler","Elizabeth","UG","4","SR","OT44","B","RE","elizabeth.e.tyler@fakeu.edu"
"20","791012432","Allen","Gianna","UG","4","SO","O216","B-","RE","gianna.l.allen@fakeu.edu"
"21","366327019","Cooper","Matthew","UG","4","JR","O216","F","RE","matthew.l.cooper@fakeu.edu"
"22","840742682","Williams","Jose","UG","4","SO","OT98","C","RE","jose.a.williams@fakeu.edu"
"23","606718963","Hernandez","Melody","UG","4","FR","OT26","C","RE","melody.i.hernandez@fakeu.edu"
"24","579034210","Jones","Abigail","UG","4","FR","OT20","B+","RE","abigail.p.jones@fakeu.edu"
"25","925002702","Neal","Ian","UG","4","SO","OT26","C-","RE","ian.s.neal@fakeu.edu"
"26","404045468","Collier","Allison","UG","4","JR","OT21","B+","RE","allison.i.collier@fakeu.edu"
"27","190254348","Waters","Ethan","UG","4","SO","ABC2","B","RE","ethan.c.waters@fakeu.edu"
"28","978565766","Williams","Zoe","UG","4","SO","ABC1","A-","RE","zoe.a.williams@fakeu.edu"
"29","892352972","Leach","Faith","UG","4","FR","O117","C","RE","faith.s.leach@fakeu.edu"
"30","656942081","Marshall","Daniel","UG","4","FR","O216","D","RE","daniel.b.marshall@fakeu.edu"
"31","309144229","Johnson","Harper","UG","4","SO","OTH8","C-","RE","harper.e.johnson@fakeu.edu"
"32","996615250","Vaughan","Hailey","UG","4","JR","OT34","C-","RE","hailey.t.vaughan@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"75066","200410","ABC","101","6","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Fisher, Caleb K.","Lecture","MWF","10:00 AM - 10:50 AM","TB2","110"
"","Discussion","R","4:40 PM - 5:30 PM","MB1","1040"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","711437183","O'neil","Aiden","UG","4","FR","OT13","D","RE","aiden.c.o'neil@fakeu.edu"
"2","481449851","Brown","Valerie","UG","4","FR","ABC2","B","RE","valerie.n.brown@fakeu.edu"
"3","690969900","West","Andrea","UG","4","FR","DEF2","B","RE","andrea.l.west@fakeu.edu"
"4","626423111","Ruiz","Abigail","UG","4","FR","ABC2","A-","RE","abigail.a.ruiz@fakeu.edu"
"5","365084169","Roman","Andrew","UG","4","FR","ABC2","A-","RE","andrew.a.roman1@fakeu.edu"
"6","675748306","White","Connor","UG","4","FR","ABC2","B","RE","connor.s.white@fakeu.edu"
"7","449325110","Quinn","Sebastian","UG","4","JR","OT35","B+","RE","sebastian.a.quinn@fakeu.edu"
"8","405734662","Wright","David","UG","4","SO","O238","D","RE","david.h.wright@fakeu.edu"
"9","482722624","Hays","Jose","UG","4","FR","OT16","A","RE","jose.m.hays@fakeu.edu"
"10","417670644","Keller","Melody","UG","4","SO","O190","B-","RE","melody.a.keller@fakeu.edu"
"11","933915940","Hall","Delilah","UG","4","FR","O181","B+","RE","delilah.a.hall@fakeu.edu"
"12","475207235","Davis","Sophia","UG","4","JR","O234","F","RE","sophia.e.davis@fakeu.edu"
"13","700026672","Gibbs","Thomas","UG","4","JR","O183","D+","RE","thomas.j.gibbs@fakeu.edu"
"14","400423455","Lewis","Audrey","UG","4","FR","OT16","A-","RE","audrey.a.lewis@fakeu.edu"
"15","838499771","Torres","Eli","UG","4","FR","OT26","C-","RE","eli.e.torres@fakeu.edu"
"16","709077661","Ward","Alyssa","UG","4","SR","O238","A+","RE","alyssa.m.ward@fakeu.edu"
"17","594508616","Price","Lucas","UG","4","FR","OTH4","C+","RE","lucas.d.price@fakeu.edu"
"18","964935009","Waller","Zoe","UG","4","SO","OTH8","B","RE","zoe.s.waller@fakeu.edu"
"19","924632853","Bryant","Chloe","UG","4","SO","OT40","B","RE","chloe.s.bryant@fakeu.edu"
"20","172900480","Williams","Kimberly","UG","4","FR","OT23","F","RE","kimberly.s.williams@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"74983","200410","ABC","103","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Miller, Liam M.","Lecture","MWF","9:00 AM - 9:50 AM","LH5","9"
"","Laboratory","F","11:00 AM - 1:50 PM","MB6","1149"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","951532558","Wright","Logan","UG","4","FR","O161","B","RE","logan.h.wright@fakeu.edu"
"2","125371152","Lynch","Nicole","UG","4","SR","O214","A","RE","nicole.v.lynch@fakeu.edu"
"3","863750380","Graves","Natalie","UG","4","SR","OT13","B-","RE","natalie.l.graves@fakeu.edu"
"4","102339781","Peterson","Mason","UG","4","JR","OT13","A-","RE","mason.l.peterson@fakeu.edu"
"5","992286968","Payne","Jesse","UG","4","JR","OT21","A-","RE","jesse.l.payne@fakeu.edu"
"6","728643896","Parker","Connor","UG","4","SO","OT60","A+","RE","connor.k.parker@fakeu.edu"
"7","714575749","Forbes","Sofia","UG","4","JR","OT13","C-","RE","sofia.a.forbes@fakeu.edu"
