""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"23754","199710","ABC","101","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Perry, Emily J.","Discussion","T","8:00 AM - 8:50 AM","TB3","146"
"","Lecture","MWF","9:00 AM - 9:50 AM","LH5","49"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","113882700","Davidson","Delilah","UG","4","JR","O123","B-","RE","delilah.e.davidson@fakeu.edu"
"2","473313321","Carter","Dominic","UG","4","SO","O174","C","RE","dominic.a.carter@fakeu.edu"
"3","457431673","Valdez","Mia","UG","4","SO","OT10","C","RE","mia.h.valdez@fakeu.edu"
"4","818555146","Hobbs","Abigail","UG","4","SO","OTH8","A","RE","abigail.c.hobbs@fakeu.edu"
"5","923489204","Joseph","Victoria","UG","4","FR","OTH9","B+","RE","victoria.a.joseph@fakeu.edu"
"6","745780405","York","Julian","UG","4","SO","O181","NS","RE","julian.m.york@fakeu.edu"
"7","402361144","Gomez","Nathan","UG","4","FR","OT10","C-","RE","nathan.a.gomez@fakeu.edu"
"8","407986103","Jones","Isabel","UG","4","JR","O160","A","RE","isabel.a.jones@fakeu.edu"
"9","653940080","Burt","Alexandra","UG","4","JR","O174","F","RE","alexandra.n.burt@fakeu.edu"
"10","279496433","Kent","Madison","UG","4","FR","OTH3","A-","RE","madison.v.kent@fakeu.edu"
"11","959464160","Jackson","Sophia","UG","4","FR","OT34","C-","RE","sophia.v.jackson@fakeu.edu"
"12","506295978","Hubbard","Jack","UG","4","FR","OT17","A","RE","jack.v.hubbard@fakeu.edu"
"13","444425425","Harding","Lily","UG","4","JR","OT45","B","RE","lily.d.harding@fakeu.edu"
"14","785855178","Crosby","Brandon","UG","4","FR","ABC2","C","RE","brandon.k.crosby@fakeu.edu"
