""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"24530","199203","ABC","103","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Sexton, Ava C.","Lecture","MWF","12:10 PM - 1:00 PM","MB3","1070"
"","Laboratory","M","6:10 PM - 9:00 PM","MB6","1149"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","195724635","Moran","Zoey","UG","4","FR","OTH8","I","RE","zoey.z.moran@fakeu.edu"
"2","173680503","Jones","Amelia","UG","4","SO","OT26","F","RE","amelia.d.jones@fakeu.edu"
"3","177395311","Campos","Elizabeth","UG","4","FR","OT26","A-","RE","elizabeth.m.campos@fakeu.edu"
"4","983013390","Smith","Ethan","UG","4","JR","OTH9","B-","RE","ethan.j.smith@fakeu.edu"
"5","248824057","Brady","Isabella","UG","4","SR","O112","F","RE","isabella.e.brady@fakeu.edu"
"6","600222309","Holland","David","UG","4","SR","OT22","A+","RE","david.l.holland@fakeu.edu"
"7","549633259","Weaver","Logan","UG","4","SR","OT22","A-","RE","logan.c.weaver@fakeu.edu"
"8","396360701","Larsen","William","UG","4","FR","OT16","F","RE","william.v.larsen@fakeu.edu"
"9","979617765","Morgan","Alexa","UG","4","SR","OT22","B-","RE","alexa.e.morgan@fakeu.edu"
"10","138093923","Parker","Nathan","UG","4","SR","OT25","A+","RE","nathan.v.parker@fakeu.edu"
"11","625662019","Norris","Jennifer","UG","4","SR","O146","A+","RE","jennifer.j.norris@fakeu.edu"
"12","564204620","Jones","Oliver","UG","4","JR","OT48","D+","RE","oliver.j.jones@fakeu.edu"
"13","111045130","Roberson","Levi","UG","4","SR","OTH8","A+","RE","levi.g.roberson@fakeu.edu"
"14","751120836","Blanchard","Amy","UG","4","JR","OT25","A+","RE","amy.k.blanchard@fakeu.edu"
"15","937142103","Gonzalez","Nathan","UG","4","JR","OT13","B+","RE","nathan.l.gonzalez@fakeu.edu"
"16","609060108","Williams","Thomas","UG","4","JR","OT59","A-","RE","thomas.m.williams@fakeu.edu"
"17","116189627","Schneider","Valentina","UG","4","FR","OTH3","F","RE","valentina.j.schneider@fakeu.edu"
"18","199887152","Mills","Isaac","UG","4","FR","DEF1","F","RE","isaac.m.mills@fakeu.edu"
"19","736358618","Allison","Noah","UG","4","SR","O123","A-","RE","noah.m.allison@fakeu.edu"
"20","612838402","Rodriguez","Natalie","UG","4","SR","OT22","A+","RE","natalie.a.rodriguez@fakeu.edu"
"21","609674564","King","Mason","UG","4","FR","OT13","A","RE","mason.i.king@fakeu.edu"
"22","317193931","Glover","Emma","UG","4","SR","OTH9","A+","RE","emma.c.glover@fakeu.edu"
"23","742580361","Campbell","Dominic","UG","4","SR","OT38","A","RE","dominic.z.campbell@fakeu.edu"
"24","198219330","Jefferson","Matthew","UG","4","SR","OT48","D","RE","matthew.e.jefferson@fakeu.edu"
"25","746130673","Hawkins","Bella","UG","4","SO","OT15","A","RE","bella.l.hawkins@fakeu.edu"
"26","935390038","Johns","Victoria","UG","4","SR","OT13","A","RE","victoria.s.johns@fakeu.edu"
"27","428347546","Larson","Eli","UG","4","SO","OT48","B-","RE","eli.j.larson@fakeu.edu"
"28","446950637","Miller","Santiago","UG","4","SO","OTH8","C+","RE","santiago.j.miller@fakeu.edu"
"29","531233873","Williams","Matthew","UG","4","FR","OT26","A-","RE","matthew.l.williams@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"76161","199203","ABC","103","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Sexton, Ava C.","Laboratory","W","8:00 AM - 10:50 AM","MB6","1149"
"","Lecture","MWF","12:10 PM - 1:00 PM","MB3","1070"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","592697271","Solomon","Jacob","UG","4","FR","OT20","C+","RE","jacob.c.solomon@fakeu.edu"
"2","953578211","Morris","Alexander","UG","4","JR","O123","B+","RE","alexander.z.morris@fakeu.edu"
"3","408423952","Marsh","Daniel","UG","4","SR","OT15","A+","RE","daniel.l.marsh@fakeu.edu"
"4","407504481","Rios","Jacob","UG","4","JR","OT22","C+","RE","jacob.m.rios@fakeu.edu"
"5","966538517","Barnes","Justin","UG","4","SR","OT21","C+","RE","justin.j.barnes@fakeu.edu"
"6","985138693","Mitchell","Alex","UG","4","SR","OT38","C","RE","alex.c.mitchell@fakeu.edu"
"7","567513940","Johnson","Santiago","UG","4","JR","O103","B+","RE","santiago.v.johnson@fakeu.edu"
