""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"95512","199110","ABC","103","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Morris, Evan E.","Laboratory","W","8:00 AM - 10:50 AM","MB6","1149"
"","Lecture","MWF","2:10 PM - 3:00 PM","LH5","49"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","575105128","Walker","Andrew","UG","4","FR","OTH3","B-","RE","andrew.d.walker@fakeu.edu"
"2","712067003","White","Jasmine","UG","4","JR","OTH9","B+","RE","jasmine.v.white@fakeu.edu"
"3","203254130","Lee","Ashley","UG","4","SR","O123","NS","RE","ashley.a.lee@fakeu.edu"
"4","902700056","Reid","Gael","UG","4","JR","O123","F","RE","gael.m.reid@fakeu.edu"
"5","731989498","Meyer","Landon","UG","4","JR","OT69","A","RE","landon.n.meyer@fakeu.edu"
"6","773244219","Daniel","Natalie","UG","4","SO","OT10","A-","RE","natalie.j.daniel@fakeu.edu"
"7","688156330","Morrison","Adrian","UG","4","JR","OTH6","A+","RE","adrian.a.morrison@fakeu.edu"
"8","454075702","Flores","Nicholas","UG","4","SO","OT40","C+","RE","nicholas.a.flores@fakeu.edu"
"9","293601306","Anderson","Mia","UG","4","SO","OTH3","A","RE","mia.a.anderson@fakeu.edu"
"10","738060228","Witt","Caleb","UG","4","FR","O117","B+","RE","caleb.a.witt@fakeu.edu"
"11","462397081","Owens","Bella","UG","4","FR","OT26","A+","RE","bella.k.owens@fakeu.edu"
"12","733670559","Valentine","Mia","UG","4","SO","OT20","A+","RE","mia.s.valentine@fakeu.edu"
"13","528966945","Johnson","Sophia","UG","4","SO","O130","B-","RE","sophia.a.johnson@fakeu.edu"
"14","125270231","Albert","Noah","UG","4","JR","OT48","B","RE","noah.s.albert@fakeu.edu"
"15","577603514","Smith","Daniel","UG","4","SR","OTH9","A+","RE","daniel.a.smith@fakeu.edu"
"16","186537728","French","Ethan","UG","4","JR","OT30","A-","RE","ethan.g.french@fakeu.edu"
"17","913798191","Sanders","Hannah","UG","4","SO","OT64","A+","RE","hannah.a.sanders@fakeu.edu"
"18","256942218","Chambers","Jayden","UG","4","SO","OT21","A","RE","jayden.j.chambers@fakeu.edu"
"19","430652234","Taylor","Gael","UG","4","FR","OT26","B+","RE","gael.z.taylor@fakeu.edu"
"20","878233279","Gray","Isaac","UG","4","SO","OTH5","C+","RE","isaac.c.gray@fakeu.edu"
"21","866258711","Mckinney","Elizabeth","UG","4","FR","OT44","A+","RE","elizabeth.e.mckinney@fakeu.edu"
"22","492761472","Ball","Adrian","UG","4","SO","OT26","A-","RE","adrian.a.ball@fakeu.edu"
"23","792286059","Burke","Damian","UG","4","FR","OT68","B-","RE","damian.m.burke@fakeu.edu"
"24","557120267","Fuentes","Emma","UG","4","SO","OT56","B+","RE","emma.s.fuentes@fakeu.edu"
"25","836442278","Mathews","Natalia","UG","4","SR","OT40","B","RE","natalia.b.mathews@fakeu.edu"
"26","554344968","Page","Natalia","UG","4","SO","OTH5","C","RE","natalia.j.page@fakeu.edu"
"27","445841984","Brown","Noah","UG","4","JR","OT27","A","RE","noah.j.brown@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"50408","199110","ABC","103","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Morris, Evan E.","Lecture","MWF","2:10 PM - 3:00 PM","LH5","49"
"","Laboratory","W","6:10 PM - 9:00 PM","MB6","1149"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","741648746","Brown","Elijah","UG","4","SR","OT59","A","RE","elijah.a.brown@fakeu.edu"
"2","212942745","Lopez","Justin","UG","4","SR","OT40","A+","RE","justin.j.lopez@fakeu.edu"
"3","673513535","Chavez","Alexander","UG","4","SR","OT13","C","RE","alexander.m.chavez@fakeu.edu"
"4","171989311","Jones","Alexander","UG","4","JR","OT56","A-","RE","alexander.j.jones@fakeu.edu"
"5","798577678","Ruiz","Layla","UG","4","JR","OT41","C+","RE","layla.j.ruiz@fakeu.edu"
"6","238014608","Watkins","Avery","UG","4","JR","OT15","B","RE","avery.n.watkins@fakeu.edu"
"7","499050602","Gardner","Tyler","UG","4","JR","O123","A+","RE","tyler.j.gardner@fakeu.edu"
"8","117340527","Smith","Mia","UG","4","JR","OT40","A+","RE","mia.s.smith@fakeu.edu"
"9","219432698","Flores","Sophia","UG","4","SO","O108","A+","RE","sophia.e.flores@fakeu.edu"
"10","531610400","Morgan","Carlos","UG","4","JR","OT55","B","RE","carlos.i.morgan@fakeu.edu"
"11","915340185","Walker","Elizabeth","UG","4","SO","OT16","B+","RE","elizabeth.a.walker@fakeu.edu"
"12","183532183","Kent","Aaron","UG","4","SO","OT30","B","RE","aaron.e.kent@fakeu.edu"
"13","936731654","Montgomery","Alyssa","UG","4","SO","OTH9","B+","RE","alyssa.r.montgomery@fakeu.edu"
"14","884671550","Ward","Camila","UG","4","FR","OT16","B-","RE","camila.m.ward@fakeu.edu"
"15","491591641","Fletcher","Sofia","UG","4","JR","OT25","A","RE","sofia.j.fletcher@fakeu.edu"
"16","218829248","Taylor","Joshua","UG","4","SR","OT57","A","RE","joshua.j.taylor@fakeu.edu"
"17","611412785","Roberts","Matthew","UG","4","SR","OTH9","A-","RE","matthew.d.roberts@fakeu.edu"
"18","643323230","Thompson","Gael","UG","4","JR","OT33","B","RE","gael.a.thompson@fakeu.edu"
"19","627652201","Santos","Samuel","UG","4","SR","OT22","B+","RE","samuel.a.santos@fakeu.edu"
"20","773796251","Woods","Grace","UG","4","SO","OTH9","NS","RE","grace.m.woods@fakeu.edu"
"21","526099681","Gonzalez","Samuel","UG","4","FR","OT64","NS","RE","samuel.j.gonzalez@fakeu.edu"
"22","695495787","Cruz","Aiden","UG","4","FR","OTH3","A","RE","aiden.s.cruz@fakeu.edu"
"23","823205239","Hawkins","Ashley","UG","4","SO","OT20","C","RE","ashley.c.hawkins@fakeu.edu"
"24","219963675","Thompson","Angel","UG","4","SR","OT22","C","RE","angel.s.thompson@fakeu.edu"
"25","102788090","Shaw","Melanie","UG","4","SO","OTH9","B-","RE","melanie.j.shaw@fakeu.edu"
"26","724446406","Brown","Daniel","UG","4","FR","OTH9","A","RE","daniel.l.brown@fakeu.edu"
"27","665390217","Barnes","Gianna","UG","4","SR","OT59","A","RE","gianna.a.barnes@fakeu.edu"
"28","988373127","Hudson","William","UG","4","SR","OT59","A","RE","william.k.hudson@fakeu.edu"
"29","627562385","Horton","Jeremiah","UG","4","JR","OT69","C+","RE","jeremiah.z.horton@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"50213","199110","ABC","103","3","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Morris, Evan E.","Laboratory","R","10:00 AM - 12:50 PM","MB6","1149"
"","Lecture","MWF","2:10 PM - 3:00 PM","LH5","49"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","663649168","Russo","Nicholas","UG","4","SO","OT55","A","RE","nicholas.e.russo@fakeu.edu"
"2","712799835","Nelson","Nathan","UG","4","SO","OT55","A","RE","nathan.s.nelson@fakeu.edu"
"3","793932013","Mcfadden","Steven","UG","4","SR","OT48","C","RE","steven.s.mcfadden@fakeu.edu"
"4","222658517","Ramirez","Grace","UG","4","JR","OT44","D","RE","grace.a.ramirez@fakeu.edu"
"5","390585580","Payne","Jayden","UG","4","SO","OT26","A-","RE","jayden.a.payne@fakeu.edu"
"6","275183526","Wilson","Arianna","UG","4","SR","OTH6","NS","RE","arianna.v.wilson@fakeu.edu"
"7","745279986","Fischer","Daniel","UG","4","SO","OT20","B","RE","daniel.a.fischer@fakeu.edu"
"8","939749218","Barr","Isabella","UG","4","SO","OT48","F","RE","isabella.b.barr@fakeu.edu"
"9","390979128","Knight","Arianna","UG","4","SO","OTH8","A-","RE","arianna.d.knight@fakeu.edu"
"10","219047094","Alford","Jocelyn","UG","4","SO","OTH9","A-","RE","jocelyn.j.alford@fakeu.edu"
"11","663417260","Graham","Matthew","UG","4","SO","OT20","A","RE","matthew.a.graham@fakeu.edu"
"12","969743155","Ward","Adrian","UG","4","FR","OT51","D-","RE","adrian.k.ward@fakeu.edu"
