""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"62426","199603","ABC","101","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Hall, Alexander W.","Lecture","MWF","10:00 AM - 10:50 AM","LH1","14"
"","Discussion","M","4:10 PM - 5:00 PM","LH5","23"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","234855895","Brown","Sophie","UG","4","FR","OT35","D+","RE","sophie.d.brown@fakeu.edu"
"2","814849933","Thomas","Ava","UG","4","SR","O123","D-","RE","ava.a.thomas@fakeu.edu"
"3","139593660","Garza","Bryan","UG","4","SO","OT16","B-","RE","bryan.a.garza@fakeu.edu"
"4","647232959","Reid","Isaiah","UG","4","SO","OTH3","B+","RE","isaiah.s.reid@fakeu.edu"
"5","220187885","Thomas","Charlotte","UG","4","SO","OT26","A-","RE","charlotte.a.thomas@fakeu.edu"
"6","844293024","Howard","Liam","UG","4","SO","O103","F","RE","liam.e.howard@fakeu.edu"
"7","641641600","Phillips","Landon","UG","4","SO","OTH8","D","RE","landon.j.phillips@fakeu.edu"
"8","926963614","Bradford","Jonathan","UG","4","FR","OTH3","C-","RE","jonathan.v.bradford@fakeu.edu"
"9","198576479","Taylor","Gianna","UG","4","FR","DEF2","B+","RE","gianna.m.taylor@fakeu.edu"
"10","519526382","Anderson","Gael","UG","4","FR","OTH3","B+","RE","gael.j.anderson@fakeu.edu"
"11","388237576","Griffin","Nathan","UG","4","FR","ABC1","C+","RE","nathan.h.griffin@fakeu.edu"
"12","471617045","Mitchell","Christian","UG","4","FR","OT16","D-","RE","christian.a.mitchell@fakeu.edu"
"13","278529156","Fitzgerald","Kevin","UG","4","FR","OTH8","C-","RE","kevin.m.fitzgerald@fakeu.edu"
"14","968586906","Watts","Landon","UG","4","SR","ABC2","B-","RE","landon.k.watts@fakeu.edu"
"15","207554116","Kim","Nicholas","UG","4","FR","OT41","C","RE","nicholas.a.kim@fakeu.edu"
"16","985868322","Williams","Grace","UG","4","FR","OTH3","NG","RE","grace.e.williams2@fakeu.edu"
"17","528782424","Richard","Juan","UG","4","FR","OTH3","B-","RE","juan.d.richard@fakeu.edu"
"18","292587445","Snow","Ethan","UG","4","JR","OTH8","A","RE","ethan.a.snow@fakeu.edu"
"19","421582952","Cole","Mia","UG","4","FR","OTH3","D-","RE","mia.i.cole@fakeu.edu"
"20","113350567","Kelly","Damian","UG","4","FR","OTH3","B-","RE","damian.d.kelly@fakeu.edu"
"21","499626784","Austin","Zachary","UG","4","SO","OT31","C+","RE","zachary.s.austin@fakeu.edu"
"22","762355045","Gould","Andres","UG","4","SO","OT46","B-","RE","andres.j.gould@fakeu.edu"
"23","266139657","Graham","Juan","UG","4","SO","OTH8","B","RE","juan.r.graham@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"57879","199603","ABC","101","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Hall, Alexander W.","Discussion","T","9:00 AM - 9:50 AM","LH2","18"
"","Lecture","MWF","10:00 AM - 10:50 AM","LH1","14"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","711377876","Diaz","Luke","UG","4","FR","OT15","F","RE","luke.m.diaz@fakeu.edu"
