""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"72497","200901","ABC","101","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Fisher, Caleb K.","Lecture","MWF","9:00 AM - 9:50 AM","TB2","114"
"","Discussion","M","1:10 PM - 2:00 PM","LH5","45"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","972264705","Jackson","Aaron","UG","4","SO","O237","A","RE","aaron.b.jackson@fakeu.edu"
"2","657992810","Green","Eva","UG","4","FR","DEF2","C-","RE","eva.e.green@fakeu.edu"
"3","452150397","Henderson","Evelyn","UG","4","JR","O248","B-","RE","evelyn.j.henderson@fakeu.edu"
"4","783691077","Newman","Jordan","UG","4","JR","OTH6","B","RE","jordan.c.newman@fakeu.edu"
"5","606044199","Taylor","Emily","UG","4","JR","O224","C","RE","emily.i.taylor@fakeu.edu"
"6","927453215","Duffy","James","UG","4","JR","O239","B","RE","james.d.duffy@fakeu.edu"
"7","940315783","Myers","Mateo","UG","4","SO","OT42","A-","RE","mateo.a.myers@fakeu.edu"
"8","248044263","Stevenson","Alexander","UG","4","SO","O269","C+","RE","alexander.e.stevenson@fakeu.edu"
"9","352305123","Moreno","Natalie","UG","4","SO","OT20","B+","RE","natalie.r.moreno@fakeu.edu"
"10","352134865","Gates","Natalie","UG","4","SO","OT67","B+","RE","natalie.z.gates@fakeu.edu"
"11","198161763","Sharp","Justin","UG","4","SO","O181","D","RE","justin.d.sharp@fakeu.edu"
"12","247271363","Martinez","Isabella","UG","4","SO","O232","D-","RE","isabella.c.martinez@fakeu.edu"
"13","307765319","Perry","Aubrey","UG","4","SO","DEF1","B","RE","aubrey.n.perry@fakeu.edu"
"14","322936078","Franco","Isabella","UG","4","SO","OT40","A-","RE","isabella.a.franco@fakeu.edu"
"15","642168618","Robinson","Alyssa","UG","4","FR","OT20","F","RE","alyssa.i.robinson@fakeu.edu"
"16","632769019","Adams","Anthony","UG","4","SO","O223","B-","RE","anthony.b.adams@fakeu.edu"
"17","214502464","Jones","Jennifer","UG","4","FR","OTH8","C+","RE","jennifer.m.jones@fakeu.edu"
"18","761057525","Hernandez","Alexander","UG","4","SO","OT62","A-","RE","alexander.j.hernandez@fakeu.edu"
"19","776578142","Smith","Ryan","UG","4","FR","ABC1","B","RE","ryan.a.smith1@fakeu.edu"
"20","602181266","Anderson","Evelyn","UG","4","JR","OT21","B","RE","evelyn.b.anderson@fakeu.edu"
"21","891081086","Holder","Julian","UG","4","SR","OT21","C-","RE","julian.s.holder@fakeu.edu"
"22","251730972","Taylor","Alexander","UG","4","JR","OT13","A-","RE","alexander.g.taylor@fakeu.edu"
