""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"87856","199910","ABC","101","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Perry, Emily J.","Lecture","MW","12:10 PM - 1:30 PM","MB2","1014"
"","Discussion","MW","1:40 PM - 2:00 PM","MB2","1014"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","105417745","Stewart","Angel","UG","4","FR","DEF1","B-","RE","angel.i.stewart@fakeu.edu"
"2","764037159","Taylor","Aiden","UG","4","FR","OT35","A","RE","aiden.s.taylor@fakeu.edu"
"3","586899766","Munoz","Maya","UG","4","JR","OT35","A-","RE","maya.a.munoz@fakeu.edu"
"4","904685566","Smith","Ryan","UG","4","FR","ABC2","B+","RE","ryan.b.smith1@fakeu.edu"
"5","443626841","Wilson","Ian","UG","4","SO","OTH8","A","RE","ian.l.wilson@fakeu.edu"
"6","865747379","Blake","Chloe","UG","4","FR","OT94","A-","RE","chloe.j.blake@fakeu.edu"
"7","877124197","Gonzales","Julian","UG","4","FR","DEF1","C+","RE","julian.c.gonzales@fakeu.edu"
"8","552620390","Smith","Brayden","UG","4","FR","OT68","B","RE","brayden.r.smith@fakeu.edu"
"9","381623931","Scott","Eric","UG","4","FR","OT20","D","RE","eric.u.scott@fakeu.edu"
"10","712985384","Taylor","Jose","UG","4","FR","OT16","B-","RE","jose.v.taylor@fakeu.edu"
"11","947550484","Dixon","Liam","UG","4","FR","OT16","C-","RE","liam.m.dixon@fakeu.edu"
"12","373261218","Shaw","Joseph","UG","4","FR","O181","A","RE","joseph.e.shaw@fakeu.edu"
"13","706164985","Mills","Scarlett","UG","4","FR","ABC1","B+","RE","scarlett.a.mills@fakeu.edu"
"14","832515890","Livingston","Isabella","UG","4","SO","OT16","A","RE","isabella.s.livingston@fakeu.edu"
"15","134530043","Copeland","Christopher","UG","4","FR","DEF1","A","RE","christopher.q.copeland@fakeu.edu"
"16","425375110","Mcbride","Alexa","UG","4","JR","OTH8","A-","RE","alexa.m.mcbride@fakeu.edu"
"17","817911333","Bishop","Jayden","UG","4","JR","OT21","B+","RE","jayden.j.bishop@fakeu.edu"
"18","219033526","Miller","Carlos","UG","4","SO","OT26","C","RE","carlos.a.miller@fakeu.edu"
