""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"85238","200110","ABC","101","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Logan, Jackson J.","Lecture","MWF","9:00 AM - 9:50 AM","LH5","22"
"","Discussion","T","3:10 PM - 4:00 PM","LH4","63"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","265706818","Holt","Charlotte","UG","4","SO","O161","A-","RE","charlotte.r.holt@fakeu.edu"
"2","658023780","Hutchinson","Emma","UG","4","SO","OT16","B","RE","emma.b.hutchinson@fakeu.edu"
"3","514914406","Smith","Nevaeh","UG","4","JR","OT45","A-","RE","nevaeh.s.smith@fakeu.edu"
"4","312287063","Blackburn","Jayden","UG","4","JR","OTH9","B+","RE","jayden.e.blackburn@fakeu.edu"
"5","397720769","Carter","Camila","UG","4","SO","ABC1","A-","RE","camila.a.carter@fakeu.edu"
"6","253418061","Mckinney","Evan","UG","4","SO","OTH6","A","RE","evan.r.mckinney@fakeu.edu"
"7","476929382","Miranda","Amy","UG","4","SO","OT26","C+","RE","amy.m.miranda@fakeu.edu"
"8","667395247","Acevedo","Anthony","UG","4","SO","O232","D","RE","anthony.a.acevedo@fakeu.edu"
"9","551762350","Garcia","Abigail","UG","4","SO","OTH8","C","RE","abigail.v.garcia@fakeu.edu"
"10","811271872","Morales","Jordan","UG","4","SO","OTH8","A","RE","jordan.v.morales@fakeu.edu"
"11","413762488","Barnes","Eric","UG","4","SO","O146","A","RE","eric.j.barnes@fakeu.edu"
"12","740939013","Patterson","Robert","UG","4","SO","OT37","C","RE","robert.z.patterson@fakeu.edu"
"13","889018631","Allen","Ivan","UG","4","SO","O216","B","RE","ivan.l.allen@fakeu.edu"
"14","964221232","Curtis","Sofia","UG","4","SO","OT16","A","RE","sofia.x.curtis@fakeu.edu"
"15","600621020","Lawrence","Dominic","UG","4","FR","OT30","C+","RE","dominic.h.lawrence@fakeu.edu"
"16","768593465","Oliver","Carlos","UG","4","SO","OT30","B","RE","carlos.v.oliver@fakeu.edu"
"17","396713648","Brewer","Aaron","UG","4","SR","OT21","B","RE","aaron.n.brewer@fakeu.edu"
"18","585930244","Phillips","Olivia","UG","4","JR","O160","B","RE","olivia.a.phillips1@fakeu.edu"
"19","797269124","Davis","Robert","UG","4","FR","O216","B+","RE","robert.j.davis@fakeu.edu"
"20","324638257","Moody","Levi","UG","4","FR","OT26","C+","RE","levi.v.moody@fakeu.edu"
"21","200604679","Browning","Andres","UG","4","FR","DEF2","A-","RE","andres.f.browning@fakeu.edu"
"22","488838600","Johnson","Santiago","UG","4","FR","DEF2","F","RE","santiago.e.johnson@fakeu.edu"
"23","321824818","Wilson","Sophia","UG","4","FR","ABC2","A","RE","sophia.m.wilson@fakeu.edu"
"24","956092957","Bryant","Alexa","UG","4","FR","ABC2","C-","RE","alexa.d.bryant@fakeu.edu"
"25","673395455","Dalton","Nathan","UG","4","FR","ABC2","A","RE","nathan.j.dalton@fakeu.edu"
"26","572938747","Simpson","Joseph","UG","4","FR","DEF1","A","RE","joseph.x.simpson@fakeu.edu"
"27","154882037","Price","Aiden","UG","4","FR","ABC2","B","RE","aiden.d.price@fakeu.edu"
"28","967155036","Mills","Aiden","UG","4","FR","DEF2","B+","RE","aiden.k.mills@fakeu.edu"
"29","997240435","Maldonado","Bella","UG","4","FR","DEF2","A","RE","bella.g.maldonado@fakeu.edu"
"30","187069519","Wilson","Julia","UG","4","FR","O223","A","RE","julia.g.wilson@fakeu.edu"
"31","869421456","Barnes","Violet","UG","4","FR","DEF2","B-","RE","violet.s.barnes@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"46224","200110","ABC","101","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Logan, Jackson J.","Lecture","MWF","9:00 AM - 9:50 AM","LH5","22"
"","Discussion","W","5:10 PM - 6:00 PM","LH4","63"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","286153678","Bryan","Adrian","UG","4","FR","OTH8","C","RE","adrian.j.bryan@fakeu.edu"
"2","578704577","Nixon","Ryan","UG","4","JR","OT42","A","RE","ryan.g.nixon@fakeu.edu"
"3","322477991","Henderson","Claire","UG","4","FR","DEF2","C","RE","claire.c.henderson@fakeu.edu"
"4","335623172","Raymond","Alex","UG","4","SR","OT60","A","RE","alex.j.raymond@fakeu.edu"
"5","162482586","Johnson","Zoe","UG","4","JR","O103","B","RE","zoe.s.johnson@fakeu.edu"
"6","460130503","Davis","Melissa","UG","4","FR","OT26","C","RE","melissa.g.davis@fakeu.edu"
"7","260223085","Gutierrez","Jorge","UG","4","FR","OTH3","A","RE","jorge.l.gutierrez@fakeu.edu"
"8","784056017","Morris","Carlos","UG","4","FR","O135","A","RE","carlos.a.morris@fakeu.edu"
"9","319268894","Hart","Sophia","UG","4","SO","OTH3","A","RE","sophia.j.hart@fakeu.edu"
"10","396242215","Mcguire","Grace","UG","4","SO","OT26","B+","RE","grace.m.mcguire@fakeu.edu"
"11","941066385","Bauer","Emma","UG","4","SO","O216","A","RE","emma.e.bauer@fakeu.edu"
"12","721664791","Stephens","Matthew","UG","4","JR","OT64","A","RE","matthew.d.stephens@fakeu.edu"
"13","168811933","Ortiz","Allison","UG","4","JR","OT30","A","RE","allison.l.ortiz@fakeu.edu"
"14","447889729","Skinner","Zoey","UG","4","FR","OT35","A","RE","zoey.g.skinner@fakeu.edu"
"15","342063097","Rosario","Brooklyn","UG","4","FR","ABC1","A","RE","brooklyn.d.rosario@fakeu.edu"
"16","421306507","Thomas","Sebastian","UG","4","FR","OTH8","B","RE","sebastian.h.thomas@fakeu.edu"
"17","800118253","Roth","Aubrey","UG","4","FR","ABC1","C+","RE","aubrey.l.roth@fakeu.edu"
"18","710719103","Irwin","Savannah","UG","4","FR","DEF2","C","RE","savannah.b.irwin@fakeu.edu"
"19","720197440","Oliver","Benjamin","UG","4","FR","DEF1","B+","RE","benjamin.a.oliver1@fakeu.edu"
"20","868164061","Keller","Ivan","UG","4","JR","O216","A","RE","ivan.s.keller@fakeu.edu"
"21","217975286","Horton","Olivia","UG","4","JR","OTH8","B+","RE","olivia.s.horton@fakeu.edu"
"22","353815514","Howard","Jacob","UG","4","FR","ABC2","B","RE","jacob.v.howard@fakeu.edu"
"23","248412370","Robinson","Valerie","UG","4","FR","DEF1","A","RE","valerie.a.robinson@fakeu.edu"
"24","958927401","Roberts","Dylan","UG","4","FR","DEF2","C","RE","dylan.c.roberts@fakeu.edu"
"25","492423871","Wilson","Robert","UG","4","FR","ABC2","C","RE","robert.a.wilson@fakeu.edu"
"26","530700775","Berry","Jacob","UG","4","JR","OT51","C","RE","jacob.b.berry@fakeu.edu"
"27","314910399","Barrera","Steven","UG","4","FR","ABC2","A-","RE","steven.n.barrera@fakeu.edu"
"28","711033207","Hawkins","Jacob","UG","4","FR","DEF2","A-","RE","jacob.a.hawkins@fakeu.edu"
"29","750932580","Murphy","Ivan","UG","4","FR","ABC2","F","RE","ivan.j.murphy@fakeu.edu"
"30","370669708","Brewer","Mateo","UG","4","SO","O135","D","RE","mateo.g.brewer@fakeu.edu"
"31","770369915","James","Adrian","UG","4","FR","ABC2","F","RE","adrian.g.james@fakeu.edu"
"32","606995289","Tyler","Adrian","UG","4","FR","DEF2","C","RE","adrian.g.tyler@fakeu.edu"
"33","821123966","Smith","Vanessa","UG","4","FR","DEF1","B","RE","vanessa.a.smith@fakeu.edu"
"34","423331984","Moore","Hannah","UG","4","SO","OT35","A-","RE","hannah.w.moore@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"72551","200110","ABC","101","3","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Logan, Jackson J.","Discussion","R","8:00 AM - 8:50 AM","MB2","1016"
"","Lecture","MWF","9:00 AM - 9:50 AM","LH5","22"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","596764535","Smith","Amy","UG","4","SO","OT45","A-","RE","amy.h.smith@fakeu.edu"
"2","278320300","Barnes","Violet","UG","4","JR","OT34","C","RE","violet.v.barnes@fakeu.edu"
"3","113719420","Hamilton","Brandon","UG","4","FR","O216","B","RE","brandon.a.hamilton@fakeu.edu"
"4","129798910","Johnson","Gabriel","UG","4","JR","O216","F","RE","gabriel.h.johnson@fakeu.edu"
"5","283676676","Welch","Sarah","UG","4","FR","OT61","A+","RE","sarah.c.welch@fakeu.edu"
"6","379320278","Gray","Jonathan","UG","4","FR","O205","A-","RE","jonathan.e.gray@fakeu.edu"
"7","221627761","Davis","Angel","UG","4","FR","OT61","F","RE","angel.s.davis@fakeu.edu"
"8","888951093","Miller","Brooklyn","UG","4","FR","OT20","B+","RE","brooklyn.j.miller@fakeu.edu"
"9","641776049","White","Daniel","UG","4","FR","OT20","F","RE","daniel.a.white1@fakeu.edu"
"10","537638606","Huffman","Xavier","UG","4","FR","OTH8","D","RE","xavier.r.huffman@fakeu.edu"
"11","432810310","Hopkins","Isabella","UG","4","FR","ABC1","A","RE","isabella.z.hopkins@fakeu.edu"
"12","190171361","Vega","Amelia","UG","4","FR","O212","B+","RE","amelia.c.vega@fakeu.edu"
"13","424065931","Acosta","Alexandra","UG","4","FR","O212","B","RE","alexandra.e.acosta@fakeu.edu"
"14","483526868","Hamilton","Hannah","UG","4","FR","O204","A","RE","hannah.s.hamilton@fakeu.edu"
"15","737312624","Preston","Jesus","UG","4","FR","OTH9","F","RE","jesus.d.preston@fakeu.edu"
"16","233386643","Ward","Gabriel","UG","4","FR","OTH9","C-","RE","gabriel.v.ward@fakeu.edu"
"17","668885914","Haney","Ashley","UG","4","FR","O216","B","RE","ashley.b.haney@fakeu.edu"
"18","471315018","Gilmore","Naomi","UG","4","FR","O104","D","RE","naomi.k.gilmore@fakeu.edu"
"19","904387277","Parker","Amelia","UG","4","FR","ABC2","B+","RE","amelia.b.parker@fakeu.edu"
"20","386656996","Perry","Jonathan","UG","4","FR","DEF2","B","RE","jonathan.a.perry@fakeu.edu"
"21","184805922","Harris","Evelyn","UG","4","FR","ABC2","A","RE","evelyn.l.harris@fakeu.edu"
"22","782328753","Ewing","Tyler","UG","4","FR","ABC2","B-","RE","tyler.m.ewing@fakeu.edu"
"23","651573566","Adams","Melanie","UG","4","FR","ABC2","C","RE","melanie.a.adams@fakeu.edu"
"24","361259689","Olsen","Mia","UG","4","JR","OT26","B+","RE","mia.d.olsen@fakeu.edu"
"25","126831733","Murray","Madison","UG","4","FR","ABC2","B-","RE","madison.n.murray@fakeu.edu"
"26","655135449","Moore","Ashley","UG","4","SO","OT20","A","RE","ashley.w.moore@fakeu.edu"
