""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"69565","200803","ABC","101","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Carpenter, Grace S.","Discussion","F","9:00 AM - 9:50 AM","MB5","1336"
"","Lecture","MWF","11:00 AM - 11:50 AM","LH5","49"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","490172811","Pope","Bryan","UG","4","FR","DEF2","I","RE","bryan.a.pope@fakeu.edu"
"2","827543795","Jackson","Gabriel","UG","4","SO","O134","A","RE","gabriel.h.jackson@fakeu.edu"
"3","994428028","Wilson","Miguel","UG","4","SR","O244","B","RE","miguel.j.wilson@fakeu.edu"
"4","361264887","Church","Julian","UG","4","JR","OTH8","C-","RE","julian.m.church@fakeu.edu"
"5","257807835","Saunders","Hailey","UG","4","JR","O234","B-","RE","hailey.a.saunders@fakeu.edu"
"6","300917478","Freeman","Nathan","UG","4","JR","O238","B","RE","nathan.c.freeman@fakeu.edu"
"7","350679601","Burnett","Ayden","UG","4","SO","OTH8","C-","RE","ayden.l.burnett@fakeu.edu"
"8","283449055","Martinez","Eric","UG","4","SO","OT13","C+","RE","eric.a.martinez@fakeu.edu"
"9","223728555","Morris","Lily","UG","4","SO","OT21","B+","RE","lily.v.morris@fakeu.edu"
"10","718757414","Stewart","Nathan","UG","4","SO","O237","C+","RE","nathan.m.stewart@fakeu.edu"
"11","523237295","Lee","Adam","UG","4","SO","OT31","B+","RE","adam.n.lee@fakeu.edu"
"12","706798566","Hicks","Miguel","UG","4","SO","O223","A+","RE","miguel.j.hicks@fakeu.edu"
"13","634958959","Lawson","Jade","UG","4","SO","OT35","B+","RE","jade.l.lawson@fakeu.edu"
"14","426035286","Johnson","Elizabeth","UG","4","SO","OT16","B","RE","elizabeth.n.johnson@fakeu.edu"
"15","529454857","Murphy","Ethan","UG","4","SO","O238","B","RE","ethan.j.murphy@fakeu.edu"
"16","211814756","Lancaster","Damian","UG","4","SO","OT61","C","RE","damian.c.lancaster@fakeu.edu"
"17","797755645","Edwards","Camila","UG","4","SO","OT16","D","RE","camila.e.edwards@fakeu.edu"
"18","468194981","Bennett","Valentina","UG","4","SO","OTH8","B+","RE","valentina.s.bennett@fakeu.edu"
"19","230998712","Monroe","Brooklyn","UG","4","FR","O190","C-","RE","brooklyn.o.monroe@fakeu.edu"
"20","889583543","Baldwin","Camila","UG","4","SO","O238","F","RE","camila.j.baldwin@fakeu.edu"
"21","881758026","Martin","Stephanie","UG","4","JR","O238","B+","RE","stephanie.j.martin1@fakeu.edu"
"22","457204401","Butler","Chloe","UG","4","SO","O240","C-","RE","chloe.j.butler@fakeu.edu"
"23","436489346","Schwartz","Leonardo","UG","4","SR","OT54","B+","RE","leonardo.l.schwartz@fakeu.edu"
"24","303558678","Moody","Avery","UG","4","JR","O181","C","RE","avery.j.moody@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"19555","200803","ABC","101","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Carpenter, Grace S.","Discussion","W","9:00 AM - 9:50 AM","TB2","118"
"","Lecture","MWF","11:00 AM - 11:50 AM","LH5","49"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","316903802","Chapman","Vanessa","UG","4","SO","OT16","B+","RE","vanessa.i.chapman@fakeu.edu"
"2","912845874","James","Camila","UG","4","SO","OT35","D-","RE","camila.m.james@fakeu.edu"
"3","913945803","Pollard","Katherine","UG","4","SR","O244","A","RE","katherine.a.pollard@fakeu.edu"
"4","810285176","Benton","Nathan","UG","4","JR","O238","B","RE","nathan.n.benton@fakeu.edu"
"5","949063819","Davis","Jayden","UG","4","SR","O244","A+","RE","jayden.j.davis@fakeu.edu"
"6","767727737","Smith","Ian","UG","4","JR","O243","A","RE","ian.j.smith1@fakeu.edu"
