""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"79186","199506","ABC","104","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Miller, Emma J.","Discussion","W","9:00 AM - 9:50 AM","MB2","1002"
"","Lecture","TR","12:10 PM - 2:00 PM","MB2","1002"
"","Lecture","W","1:10 PM - 2:00 PM","MB2","1002"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","661768697","Dickerson","Jayden","UG","4","SO","OT44","B","RE","jayden.d.dickerson@fakeu.edu"
"2","464083455","Gaines","Benjamin","UG","4","SO","DEF1","B","RE","benjamin.e.gaines@fakeu.edu"
"3","143550012","Myers","Nathan","UG","4","JR","DEF2","C","RE","nathan.j.myers@fakeu.edu"
"4","854146963","Brown","Abigail","UG","4","SO","OT16","B","RE","abigail.a.brown@fakeu.edu"
"5","295758768","Hamilton","Miguel","UG","4","FR","OT54","A","RE","miguel.o.hamilton@fakeu.edu"
"6","585265334","Bruce","Benjamin","UG","4","SR","ABC2","C","RE","benjamin.s.bruce@fakeu.edu"
"7","635235852","Brady","Emily","UG","4","JR","DEF2","C","RE","emily.v.brady@fakeu.edu"
"8","339108094","Branch","Noah","UG","4","JR","DEF2","C","RE","noah.n.branch@fakeu.edu"
"9","863084229","Robinson","Brooklyn","UG","4","SO","OT16","A","RE","brooklyn.b.robinson@fakeu.edu"
"10","437627442","Porter","Julian","ND","4","ND","OTH2","B","RE","julian.z.porter@fakeu.edu"
"11","118348531","Harding","Jackson","UG","4","SO","OT39","D","RE","jackson.a.harding@fakeu.edu"
"12","337349568","Holloway","Anthony","UG","4","SO","OT20","A+","RE","anthony.s.holloway@fakeu.edu"
"13","101058088","Lewis","Isaac","UG","4","SO","OT67","A","RE","isaac.e.lewis@fakeu.edu"
"14","396510035","Hunter","Owen","UG","4","FR","OT26","B","RE","owen.m.hunter@fakeu.edu"
"15","312614472","Stanton","Zoey","UG","4","SO","OTH3","C","RE","zoey.l.stanton@fakeu.edu"
"16","963648636","Small","Oliver","UG","4","SO","OT16","B","RE","oliver.d.small@fakeu.edu"
"17","803597963","Bradford","Austin","UG","4","SO","OT16","C","RE","austin.j.bradford@fakeu.edu"
"18","451416118","Bates","Lily","UG","4","SO","OT16","B-","RE","lily.g.bates@fakeu.edu"
"19","842491709","Williams","David","UG","4","JR","ABC2","A","RE","david.s.williams@fakeu.edu"
"20","599750630","Gross","Daniel","UG","4","FR","OTH8","B","RE","daniel.j.gross@fakeu.edu"
"21","453667678","Christian","Zachary","UG","4","JR","OT16","B","RE","zachary.c.christian@fakeu.edu"
"22","536701850","Chan","Isabella","UG","4","SO","OT16","B","RE","isabella.a.chan@fakeu.edu"
"23","650467156","Garrison","Nathaniel","UG","4","SO","ABC1","A","RE","nathaniel.j.garrison@fakeu.edu"
"24","396159032","Snyder","Dylan","UG","4","SR","OT21","B","RE","dylan.m.snyder@fakeu.edu"
"25","877124788","Cummings","Angel","UG","4","SO","DEF2","A-","RE","angel.m.cummings@fakeu.edu"
"26","957087701","Porter","Lillian","UG","4","JR","OT20","B+","RE","lillian.k.porter@fakeu.edu"
"27","993708973","Miller","Aaron","UG","4","SR","O148","A+","RE","aaron.e.miller@fakeu.edu"
"28","552239653","Hill","Scarlett","ND","4","ND","OTH2","A-","RE","scarlett.j.hill@fakeu.edu"
"29","679028026","Miller","Wyatt","ND","4","ND","OTH2","B","RE","wyatt.q.miller@fakeu.edu"
"30","334935386","Jones","Mason","UG","4","SO","OT44","A-","RE","mason.j.jones@fakeu.edu"
"31","849811267","Thomas","Ethan","UG","4","JR","DEF2","A+","RE","ethan.e.thomas@fakeu.edu"
"32","398728170","Simmons","Daniel","UG","4","JR","DEF2","C","RE","daniel.a.simmons@fakeu.edu"
"33","322063282","Cameron","Noah","UG","4","SO","OTH8","A","RE","noah.n.cameron@fakeu.edu"
"34","912297311","Gonzales","Nevaeh","UG","4","SO","OT16","F","RE","nevaeh.o.gonzales@fakeu.edu"
"35","385440887","Wilson","Allison","UG","4","SR","ABC2","D","RE","allison.h.wilson@fakeu.edu"
"36","730737264","Norris","Daniel","UG","4","SR","OT34","D","RE","daniel.r.norris@fakeu.edu"
"37","175207414","King","Ivan","UG","4","SO","OT37","F","RE","ivan.g.king@fakeu.edu"
"38","594967179","Cummings","Ethan","UG","4","SO","ABC1","F","RE","ethan.a.cummings@fakeu.edu"
"39","512129042","Taylor","Adrian","UG","4","SR","DEF1","A","RE","adrian.m.taylor@fakeu.edu"
"40","374655582","Smith","Isaiah","UG","4","SO","ABC1","B","RE","isaiah.s.smith@fakeu.edu"
"41","997233470","Gonzales","Brandon","UG","4","JR","DEF2","B","RE","brandon.n.gonzales@fakeu.edu"
"42","816887267","Kelly","Brianna","UG","4","JR","ABC2","F","RE","brianna.n.kelly@fakeu.edu"
"43","720267755","Boyd","Victoria","UG","4","SO","ABC1","D","RE","victoria.x.boyd@fakeu.edu"
"44","976559147","Francis","Christopher","UG","4","SR","DEF1","F","RE","christopher.l.francis@fakeu.edu"
"45","165814278","Williams","Mia","ND","4","ND","OTH2","C","RE","mia.l.williams@fakeu.edu"
"46","911827415","Cantu","Gabriella","UG","4","SO","OT64","B","RE","gabriella.t.cantu@fakeu.edu"
"47","836954818","Richards","Aaron","UG","4","SR","ABC2","C","RE","aaron.s.richards@fakeu.edu"
"48","949553728","Wells","Isaiah","UG","4","FR","ABC2","F","RE","isaiah.r.wells@fakeu.edu"
"49","316977182","Ortega","Amy","UG","4","SO","OT20","D","RE","amy.s.ortega@fakeu.edu"
"50","598445943","Bradford","Kevin","ND","4","ND","OTH2","C","RE","kevin.e.bradford@fakeu.edu"
"51","289857877","Diaz","Miguel","ND","4","ND","OTH2","D","RE","miguel.c.diaz@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"77260","199506","ABC","105","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Bryant, Victor U.","Lecture","MW","10:00 AM - 11:50 AM","MB3","1062"
"","Lecture","T","10:00 AM - 10:50 AM","MB3","1062"
"","Discussion","M","1:10 PM - 2:00 PM","MB3","1062"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","186317670","Larsen","Matthew","UG","4","SR","OT59","A-","RE","matthew.j.larsen@fakeu.edu"
"2","661768697","Dickerson","Jayden","UG","4","SO","OT44","B+","RE","jayden.d.dickerson@fakeu.edu"
"3","295758768","Hamilton","Miguel","UG","4","FR","OT54","A+","RE","miguel.o.hamilton@fakeu.edu"
"4","800567669","Caldwell","Michael","UG","4","FR","OT93","C","RE","michael.j.caldwell@fakeu.edu"
"5","454721615","Roberts","Daniel","UG","4","JR","OT73","A-","RE","daniel.b.roberts@fakeu.edu"
"6","168371882","Kelly","Jacob","UG","4","FR","ABC1","C+","RE","jacob.g.kelly@fakeu.edu"
"7","203327373","Williams","Jeremiah","UG","4","FR","OTH7","A","RE","jeremiah.a.williams@fakeu.edu"
"8","567525747","Holloway","Jordan","UG","4","FR","OTH3","B-","RE","jordan.h.holloway@fakeu.edu"
"9","588705671","Lindsey","Jose","UG","4","FR","OTH2","B-","RE","jose.a.lindsey@fakeu.edu"
"10","660894576","Wilson","Layla","UG","4","JR","OTH7","A+","RE","layla.a.wilson@fakeu.edu"
"11","237079491","Daniel","John","UG","4","FR","OT26","C+","RE","john.j.daniel@fakeu.edu"
"12","100889013","Schmidt","Alexandra","UG","4","SO","OT87","B-","RE","alexandra.n.schmidt@fakeu.edu"
"13","671846401","Thompson","David","UG","4","SO","OT16","B+","RE","david.j.thompson@fakeu.edu"
"14","343629658","Stark","Ethan","ND","4","ND","OTH2","B-","RE","ethan.n.stark@fakeu.edu"
"15","798765869","Alston","Brianna","ND","4","ND","OTH2","A+","RE","brianna.i.alston@fakeu.edu"
"16","496163187","Morris","Natalie","UG","4","SR","OTH7","A+","RE","natalie.m.morris@fakeu.edu"
"17","404885673","Robinson","Sophia","ND","4","ND","OTH2","C","RE","sophia.b.robinson@fakeu.edu"
"18","467940223","Morse","Christopher","ND","4","ND","OTH2","B","RE","christopher.c.morse@fakeu.edu"
"19","663511823","Warren","Melissa","ND","4","ND","OTH2","F","RE","melissa.a.warren@fakeu.edu"
"20","440188758","Perry","Alex","ND","4","ND","OTH2","A+","RE","alex.g.perry@fakeu.edu"
"21","828432206","Harris","Leonardo","UG","4","JR","O108","B+","RE","leonardo.j.harris@fakeu.edu"
"22","836398990","Carson","Ryan","UG","4","SO","OT26","B-","RE","ryan.b.carson@fakeu.edu"
"23","949553728","Wells","Isaiah","UG","4","FR","ABC2","C","RE","isaiah.r.wells@fakeu.edu"
"24","931127416","Cabrera","Joshua","UG","4","SR","OT35","B-","RE","joshua.j.cabrera@fakeu.edu"
"25","700721810","Curry","Dylan","UG","4","FR","ABC2","B+","RE","dylan.j.curry@fakeu.edu"
"26","457618817","Anderson","Emily","UG","4","SR","OT21","C+","RE","emily.a.anderson1@fakeu.edu"
"27","579974977","Bowman","Aiden","UG","4","JR","OT35","A+","RE","aiden.j.bowman@fakeu.edu"
"28","968920079","Lewis","Anthony","UG","4","SR","O174","C","RE","anthony.m.lewis@fakeu.edu"
"29","366927421","Norman","Joseph","UG","4","SO","OTH3","B","RE","joseph.c.norman@fakeu.edu"
"30","819375969","Daniel","Adrian","UG","4","SO","O129","C","RE","adrian.m.daniel@fakeu.edu"
"31","312569749","Hanson","Eduardo","UG","4","FR","OTH3","C-","RE","eduardo.x.hanson@fakeu.edu"
"32","348699952","Olson","Scarlett","ND","4","ND","OTH2","C+","RE","scarlett.a.olson@fakeu.edu"
